X0,X1,X2,X3,X4,X5,X6,X7,X8
-4.151369728303094808e-01,6.737301332843317336e-01,1.629537467989218280e+00,-3.770899569354427827e-01,2.490835549419725126e-01,-4.148293163103430881e-02,-1.664393766597535018e-01,-1.220281990239466541e-01,5.450558056075691660e-01
-2.045858809056280425e-01,1.282150276646437659e+00,-1.091492531520432907e+00,1.848808231082567533e+00,9.406661275634993491e-02,3.957213438154734142e-01,-1.082159186275851066e-02,1.080296347367860177e+00,6.826857410664410875e-01
-1.025834700118534171e+00,9.545870398480462704e-01,-1.856627205710796646e+00,-2.594700783070075456e+00,1.593874391445382788e+00,1.269325040847582020e+00,-5.246204774001566040e-01,1.101874766876051126e+00,-6.475136418793244752e-01
-7.291050151545067637e-01,6.694745048443315749e-01,-3.968770762358622139e-01,2.373687896308570799e+00,-1.765258828929125112e+00,-4.708959456198352100e+00,-1.796202663986102427e-02,-1.549481631238640356e+00,1.865954383388878091e+00
2.205405861164909942e-01,-1.429634083578381620e-01,1.359363879631279692e+00,5.310484929613525917e-01,-1.168044688366163486e+00,4.398305865311853413e-01,1.447030324987354621e+00,-5.124368147356228587e-01,-8.819070730655713675e-01
-2.492551835031078689e+00,-6.855449769059418497e-01,-5.321163520352731879e-01,-1.597753222625598046e-01,-1.261470087211661761e+00,-2.131486778192215326e+00,1.348960161255694956e+00,4.574189534689154790e-01,2.670702171901130351e-01
-3.591993916406454601e-01,1.840462247084904135e+00,3.847530371900451107e-02,5.663192718964153993e-01,-3.342275740634563785e-01,-1.168968628349227323e+00,-5.098536540942397721e-01,-6.551687735183731043e-01,3.565797708973063029e-01
1.495076560457370363e+00,8.864619916084903739e-01,1.093254758792743253e+00,-2.133320162728161495e+00,1.715183982143919428e+00,1.963700302804314735e+00,-8.762197075888303877e-01,4.237756569088204639e-01,-7.635280639814097103e-01
-4.724475440031171702e-01,-8.405482355481591616e-01,-1.708993968357933824e+00,2.932412784170398634e+00,-3.402762914016759233e-01,-8.005605335108006981e-02,1.179242935819470040e+00,-1.035916988199212740e+00,3.054923396280920800e-01
-7.957576388814460722e-02,-2.421604564782884328e-01,-1.500006754880220672e-01,3.809453461796008522e-01,-5.530644707071097343e-01,-1.527758055280359351e+00,8.854474715587483391e-02,-1.536142680454560372e+00,-4.338737102427303594e-02
-2.682500418399904052e-01,-7.594506445816524565e-01,8.773216606308759102e-01,1.503463657240957652e-01,-9.848375063169627630e-01,-2.168097976277082672e+00,-9.609162141952798386e-01,-3.196926698995502747e+00,-4.388215207930828976e-01
-9.681231123514630887e-01,-6.940237519905514407e-01,-9.056394674899221897e-01,-1.721427613304277404e+00,8.851530290292566328e-01,-6.907578569400172341e-01,-2.411476118767505172e-01,5.149559349655483675e-01,-6.822907327153177048e-01
3.167848615501774323e-01,6.481766090640184164e-01,5.835034341060317820e-01,-7.308765390704541343e-01,-2.763866134155537613e-01,1.901547964929806156e-04,-3.787249669377190653e-01,-4.760407490485020210e-01,-9.001890992680645631e-01
1.919849985986449070e+00,-1.941619591913795295e+00,-2.050098487470537911e+00,1.514780474910404351e+00,-5.193321310297577265e-01,1.194089577792132095e+00,3.999155480227100656e-01,2.164070044370429713e-01,-1.567007247077116250e-01
