X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
-9.704885061366552712e-01,2.810346155977432314e-01,3.845703776958037112e-01,-1.699374129323111493e+00,7.760020546631416494e-01,-1.870832170802653849e+00,-1.851022240253786144e+00,2.116408309566187307e-01,-3.673511802301312468e+00,-1.649419197483680488e+00,-1.258669184759396487e+00,7.195307977059997029e-01,1.905531762282946517e-01,-1.130826691694770236e+00,-1.557777687512660769e+00,-6.157322693413835868e-02,6.750796386010086358e+00,-8.201910438372468359e-01,-5.659605512155564400e-01,-3.540073031207552567e+00,3.767837092547439592e+00,1.327587516788538924e+00,-3.448223914379818789e-01,-1.008524170020908217e+00,-4.919996308684076447e-01,1.606235229085284599e+00,4.404254581947738001e-01,-5.041268064930636700e-02,9.150015170464290692e-01,-1.874350572760050682e+00,-1.565076631646102001e+00,1.019688702295673766e+00,-2.625289868235165969e+00,9.766083065156800913e-01,-7.507749414307907099e-02,-1.265751874322473380e+00,-6.627051157978338658e-01
-5.458505370541546498e-01,-1.805317516211939255e+00,-5.726180404616388886e-01,-1.851065211131824206e+00,6.043375117604397051e-01,-4.995171479268107895e-01,2.121077044965588576e-01,-2.957621431067825046e-01,3.117671275547136744e+00,-1.113426272835349451e-01,-7.520048758360563523e-01,-4.715054669233862961e-01,1.586279024976847918e+00,-3.166225909365102176e+00,-1.692064492631115247e+00,-2.471072046435770719e+00,1.412401010002314328e+00,-3.805374078841688990e-01,3.831209838602503415e-01,-1.878071226773351032e+00,4.142061115311337360e+00,-1.009511416503044767e+00,2.800776525575874309e-01,-1.302288563490093365e+00,-6.545112087839348725e-01,1.101041897102330580e+00,-1.430549413704818029e+00,2.352079674183075397e+00,-9.849810512727443790e-01,-5.270436987726263567e-01,2.755235719281192708e+00,-1.592993675646035223e+00,3.741662178738500710e-01,-1.989925981293178214e+00,1.442489886325475812e+00,-1.647345560505910189e+00,1.097944347891759015e-01
9.963302683972197205e-01,-2.484624462603907347e+00,4.711982070693531144e-01,-9.998597393573089853e-01,8.840737390896372672e-01,6.015594664891589227e-01,6.501362260050003172e-01,-7.857471656348785638e-02,2.701385527093351335e+00,-1.464592311036508665e+00,-3.560738245087498033e+00,-2.913774739803015823e+00,1.058917073159373556e+00,-2.067064706672916419e-01,1.288407784422938906e+00,-1.876983852391841623e+00,-2.970577612793383615e+00,-1.250062238312459773e+00,6.854121909907273658e-01,1.162445132525652625e+00,-7.476892351308129792e-01,-2.904847781817696983e+00,6.115691077865332836e-01,2.633791286852098068e+00,-3.697817461274886114e-02,8.051587828258600643e-01,-3.486671470340870105e+00,-1.582891770074621007e+00,3.834006712013274948e-02,-1.644230907389839791e+00,3.720382887274801487e+00,-7.309273402560985122e-01,4.607984256122838573e+00,-7.565725092637070937e+00,1.064484968458130343e+00,-4.280605192123398961e-01,1.592651620790328515e+00
3.177311962772895737e-01,3.257288532786535740e+00,1.084907653616278500e+00,-1.988188138643073088e+00,-1.835524512921063778e+00,7.687165398287897355e-01,3.431820986666543893e-01,1.403585594618732280e-01,-6.024204164823401264e-01,6.079430290688272898e+00,4.802050832388597534e+00,2.330532694009083805e+00,-6.598343648388118599e-01,-2.121305806192481214e+00,2.469398669065976382e-01,6.609138768222253546e-01,3.414274048658767491e-01,1.600461704302940102e+00,1.553565236232336451e-03,1.387540226011161337e-01,1.873519418562271444e+00,1.254723002213397276e+00,2.404899532973605314e-01,-2.963184130021057960e+00,-9.403031866261941929e-02,1.354480133186264590e+00,3.928158427979301592e+00,6.062402243649512856e-01,-2.333598524068547064e+00,-1.956704715937939154e-01,-1.517465606643586096e+00,-5.656832161437657103e-01,-1.418688500080349080e+00,2.460259943969373531e+00,-1.842702529611703000e+00,5.735884306226973761e-01,-1.262778057688854094e+00
5.379940633311116605e-01,2.061639322157458931e+00,1.334058804197367776e+00,3.848843325757230760e-01,1.873497854986121425e+00,-1.270625739676102928e+00,1.254525729232152331e+00,1.573249014793127287e+00,-2.843797799167679941e+00,-1.918372763986783580e+00,-1.222134295870586529e+00,1.385829424388031805e+00,-2.175376999179507109e+00,-1.369392098892815213e+00,3.333404197219946852e-01,-1.329783566189843835e+00,3.973732790243821977e+00,-1.833514568847331716e-01,-2.999953680235765141e-01,-2.037689872258380053e+00,6.059804573096799762e-01,2.775258447986518551e+00,1.490189365808550770e+00,-2.128165143076895527e-01,-4.714408974632857130e-01,5.477727543600577897e-01,-4.959882171269813789e-02,5.903120118856366449e-01,-3.797211713537170796e-01,-1.013624274229498745e-01,-2.171928627936389411e+00,-8.897403316476263369e-01,-2.936046215208979682e+00,3.286085183774532847e+00,1.643892702068684430e-01,-7.833613712356466419e-01,-1.647362267915910117e+00
2.072829969816975537e-01,-1.796565083263645946e-01,-1.306061601298505459e-01,9.747166859157071483e-01,-6.695628729349534236e-01,1.073037572590884947e+00,3.499848252624255251e-01,-3.771872545170590861e-03,5.083572572427440761e+00,-4.298583793959266153e+00,-2.575055043081588391e+00,-1.052031335434212789e+00,6.918424657576387471e-01,1.615785149651264518e+00,-8.665565608866568903e-01,-1.139795244020343601e+00,-5.076742757761063984e+00,3.157146274777506423e-01,-1.087406025015674293e+00,8.433143105350888735e-01,-3.720746628021043834e-01,-3.071541254949949895e+00,-1.535557648878566717e+00,4.195202808314755227e-01,-2.251697324390487809e-01,-1.055781331624064678e-01,6.866165181575953902e-01,-1.280846193968590230e+00,1.325189719254009635e+00,1.055981188776539126e-01,1.356395407821540555e+00,1.603472908946199427e+00,3.382104345405232415e+00,-1.105877670188736950e+00,8.291926147496304633e-01,-5.336540496115318444e-01,9.135343909860814682e-01
-2.782868977005494404e+00,-1.382166382498504209e+00,-4.825243548827006235e-01,1.294956551980173121e+00,-4.601307898721506695e-01,1.872827318395050789e+00,-2.925958058303376852e+00,-2.208050386883698146e-01,-3.058274420805720428e+00,-4.003413414826109129e-01,1.045825285654975012e+00,-7.319218814858009514e-01,-1.111054069788997456e+00,4.352999268206422023e+00,2.982456278482322531e+00,-1.931500728683247292e+00,-3.602065347126178207e-01,-1.317932438847509991e+00,1.185475587996341673e+00,-9.834389210731007969e-02,-7.938521427769733130e+00,1.117419503268712422e+00,1.890926942011058376e+00,2.991160316003005915e-01,2.918172664173260961e-02,-1.176252778223306761e+00,-1.330352878284975393e+00,-1.859456556521374759e+00,3.959611611350394300e-01,6.271313893166263753e-03,-1.418918584215541623e+00,-7.357921674650329258e-02,-8.961262873755637681e-02,2.869910458596851566e+00,8.398650217565160059e-01,7.654476744739633354e-01,-1.828306563734972690e-01
-3.384792501553137711e-01,-1.276091593061418727e+00,-1.343617391174878550e+00,9.610856956715707611e-03,-9.341997207759211719e-01,2.641880749676130957e-01,9.611081053661458817e-01,4.283430627649145173e-01,-2.813298375263739270e+00,2.380842107800348106e+00,2.812746562478114498e+00,-9.064464202359157063e-01,3.952120615875793219e-01,-1.912627003370472867e-01,4.675694181041664121e-01,1.889540493405145849e+00,6.347692507366551329e-01,-7.198861861031561338e-01,1.846222557893269778e-01,3.931516988663004142e-01,3.351580735659829280e-01,9.031297172327171774e-01,4.007794945765082530e-04,-2.021299698327367445e+00,1.049020367396851672e+00,-3.979891039854401846e-01,-2.726212209520455509e+00,1.578251287382402168e+00,-2.303434599862206611e-01,3.025359568467389515e-01,6.861576127571471506e-01,-4.512322830259960504e-01,-3.400877546861488909e+00,-2.397176697786541855e+00,-1.160098526273732666e+00,1.228149351900739372e+00,-9.317872155376937249e-01
-1.861059526061279668e+00,-3.799843846785611046e-01,-5.296364066882758292e-01,4.707202600183049701e-01,-1.041517164755715763e+00,1.579072349313602741e+00,-2.623724167692692788e+00,-1.262999795949045101e+00,2.822777663076654342e+00,-1.000505564820022508e+00,-6.531612529252774912e-01,-4.386132210468267623e-01,-1.220431472048358001e+00,-4.183104438888073373e-01,1.212885035295182323e+00,2.937653599375877889e-01,-8.833657449921831883e+00,4.353400852875344285e-01,-1.029048321169023117e+00,4.176879223362626625e+00,-6.256931388747857259e-01,-4.225471875771174446e+00,-3.558201600907660023e-01,-1.414912369194382569e+00,-3.351516811864221901e-01,-5.896976716069413094e-01,-8.675263570577260719e-01,3.415897929019665602e-01,3.056553370470650455e-01,-1.126771804876786298e+00,-5.551108824137289677e-01,-3.093563591147461267e-01,-6.173343645100373145e-01,3.137653710228898163e-01,-4.276903982802738313e-01,5.978217410480938243e-01,2.774859108419087672e+00
1.777114508177005447e+00,-1.346996336918357962e+00,1.204375026759213263e+00,1.834026611565305886e+00,-2.939444239201497666e+00,-1.184121110724843051e+00,9.284748514776306472e-01,2.192225551834916075e+00,-2.461193573811380486e-01,7.692953008136925064e+00,4.904088398235870727e+00,-2.344230487805729179e+00,1.078802961839141261e+00,1.385019256506308194e+00,1.146885863372315573e-01,-1.828852776691995530e+00,-1.827102471246924820e+00,-1.130955730892979183e+00,3.307616198667884810e-01,1.030304886324539954e-01,-7.968251360529283733e-01,9.882161880386629571e-01,2.171041999278187529e+00,2.220521707878894802e+00,-1.747735628968323240e-01,-3.276991855637927387e-01,-3.668370785717242288e+00,9.645188918008318346e-01,6.297000002528995166e-01,9.148132319448167848e-01,2.250224732522915883e+00,1.430078637988437817e+00,2.976771678875833604e-02,-4.112645068224691336e+00,2.594677996507122053e-01,2.423386395463389853e+00,1.392681672095437938e-02
