"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
-1.66064466036219,0.306649040084619,3.55863361082616,-0.258798460213762,-1.61842440190891,0.793955160791096,-0.0475959458446804,-1.4795770665377,-0.555157253816885,0.79719696198927,1.26597911277865,-0.237588704477701,-0.083127667843481,0.728994644719161,-1.5270011801514,-1.39310331339942,5.86596310138878,-3.7359336297871,1.80082987302175,-1.6895203593161
-0.471887999144199,-0.207197888776096,0.978888258382301,-1.28549340506266,1.43111767926074,0.360049552129421,0.558524198005663,-2.07353576231884,-0.834850346654421,-0.313341440502468,-1.43750964585854,1.57692326041626,0.0758550997914266,0.183072279933687,0.598676830952752,-1.71743413984709,0.713949126523903,-2.41418364389579,0.19618071092844,-0.485557266018948
2.11050980165602,0.70368743543552,-1.04110200628714,1.07106015231561,1.5138833667335,-1.90677657890007,0.567036937171116,-0.0101319810072691,-1.43662615720976,-1.06525674077938,0.927860326096692,-0.201835103891523,-1.47704109735899,0.40408695201163,1.91370271441158,1.83850401255114,-4.59924730237197,2.44216651682535,-0.239153644028733,0.968619947502386
-0.42174590748755,-0.730779936217049,0.211347025278703,-1.91980623597084,0.100374533966,1.54932042990998,2.23699427889393,-3.67979576564665,-0.404294092950739,0.921450963256,-3.56862974305158,1.32773015689963,2.16339674058837,1.70665823121928,0.81715623687832,-1.92674169407913,4.74051728797584,-0.984781711267352,0.93934293948334,0.844828456695533
-0.259735258086747,-1.18925482505134,1.51504189273464,-0.808487918847045,0.373245154058549,0.0737328180098683,1.51300300306734,0.367482477836908,0.869465274189709,0.431070582678635,1.90770909926684,-2.05193668674735,0.00108077107284477,0.308824628752753,-0.4286032573105,0.272098183857338,0.236003820329462,-0.130576195009715,0.0914803043321563,-0.427705195224439
-0.980698323256027,-0.28673638643253,0.0889963264726064,1.37353774836084,1.20761762735751,-0.452703926802725,-0.63822740943522,0.454501181558247,0.273607983615102,1.03898236763824,-0.264655801613341,0.318229323243957,-1.30614624010063,0.452861124767465,-0.316329273582549,1.13879359398188,0.753262576582005,1.29813245365269,-1.02771071664772,-0.572264098687443
2.71089153393005,0.598350829514435,-0.654266372956857,0.122211295498395,-0.374515624765571,-1.93728467694258,0.440858838406842,-0.400062821316596,0.266937189780629,-0.196221928628847,-2.45500070595576,1.84383844245744,-1.63482406132396,0.371534292756138,0.796486471752496,0.530528915185211,-0.0394441637635569,0.863870458664216,-0.154542184628454,-0.193726669336213
-1.19498497688047,-1.41394047218674,2.44324835981962,-0.760792670754885,0.227189442687811,0.316066392017888,2.3508627727302,-2.31281270277559,1.47020093093264,0.530745139096733,-0.766087408223045,0.0345011610864104,0.722745930635974,-0.748258836756604,-0.0140163588687898,-1.60368173575936,3.72928180813746,-2.52425739292992,1.98080346314222,-0.831192983401226
1.25631242263632,-0.249478211183918,2.71095811319902,1.1496882513074,0.838496424321335,-0.740924843687269,-1.36191131585607,2.20291065614305,0.381697257447753,0.27816777601897,2.75348357180982,-1.69545389108371,-1.11853101928336,1.12718197013621,-1.10150745474293,1.48180268265756,-0.774164826850755,2.20031469993293,0.883113993559048,2.07545010504319
-1.87594643469087,1.12440832323972,0.106196835563536,1.55563116207581,-0.0845456017815757,1.76645411094997,-0.993932961444852,1.78272051639706,-0.363360859975473,1.14505797829099,-0.644347614484634,-0.69035680976039,0.094252391408715,-0.586033709290689,-1.38596771028314,0.963924788744086,0.0384776432988762,1.22514908122621,-0.764135789090139,-0.0362493436108007
