X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
1.867405383291846022e+00,-2.056136149633930099e+00,1.027454516378850435e+00,3.431105575859914492e+00,1.674001942815286359e+00,-4.935354347857342505e-01,-1.218709641299773550e+00,-1.857646998797058135e-01,-8.891545471946826762e-01,1.125761119922360720e+00,-6.042305495436833818e-01,-4.192045693286545749e-01,3.234521368745498560e+00,-1.108717151262741396e-01,2.609121308269551354e-01,1.325070520906848959e+00,-2.118516788654409400e+00,5.518562571311247389e-02,8.653153926931029805e-01,3.064457772890547549e+00,1.095169575432123565e+00,1.471578885465449904e-01,-9.747274631655848953e-01,-6.360250603168305927e-01,-7.267698562659182793e-01,1.481370665937659536e+00,5.359116693089547301e-01,-1.065839709377523814e+00,1.859943516810272257e+00,2.970142590658553683e+00,-1.876580463499629037e+00,-4.633627743098500673e-01,2.870785394273342450e-01,-3.785336716059028994e+00,1.875790304370803963e+00,8.847742581038644527e-01,1.766861209463413518e+00
-2.358952713788573963e+00,1.188042309412395525e+00,-6.010522623546163956e-01,3.417266012020415911e+00,-4.765462754728476691e-01,4.452397198018337221e+00,-6.753316144623209283e-01,3.442698529915823036e-01,-1.730537491845339781e+00,1.210165575604777777e+00,-6.527297889552801102e-01,1.785593042094095306e+00,-6.701283079066966408e-01,-1.195129752194729944e+00,-2.881004418909617337e-01,-2.194252935245446956e+00,9.331978702302787809e-01,-2.288679385619483142e+00,-2.514101102226289908e-01,-1.248268706412452911e+00,-3.577832720762878616e+00,1.343212094810952162e-01,-3.449535774178272618e+00,2.696975740025295831e-01,1.376279534340256516e+00,-7.023884668509368101e-01,1.201843800934901507e+00,-4.201068249925183351e-01,-2.589391268029228144e+00,-3.632390164168204372e+00,1.349915075444898971e+00,9.046709946039331873e-01,-9.233100856300520132e-01,-5.999790095719883531e+00,1.132948925919257777e+00,-1.563247864265230103e+00,-6.582987075196508053e-01
2.087749721091492372e+00,1.090678030759155259e+00,2.098011699937304131e-01,1.966507285458818810e+00,3.442642366281879057e-02,1.131513601993297202e+00,5.285864275880862717e-01,1.014669199438521741e+00,1.230215893829827989e+00,1.103822774560973136e-01,1.969926671206482904e+00,3.708278680658594340e-02,1.424253071724257635e+00,-2.241448647817863016e+00,7.696899701456180187e-01,6.429509001462696549e-01,1.712781357148130512e+00,-6.692186974776647146e-01,1.143246181545142015e+00,-2.622404969197420943e+00,-1.735145894303382175e+00,2.006350003503949875e+00,-4.969751275720103223e+00,-8.375614321549023078e-01,-1.180305819449464222e+00,-1.050440387185088253e+00,-8.890863159430165696e-01,3.318713993027592180e-01,1.606373294682370112e+00,-2.709586868859454434e+00,2.887785726547240639e+00,-1.458499927852650480e+00,9.945788968261283225e-01,-2.052730184614014242e+00,-8.590282556104076317e-01,1.289774796092676867e+00,1.443717987172392081e-01
1.374469552515116266e+00,2.077342977668384716e+00,-9.257258382074631253e-01,5.173613682148823223e-01,-1.633460777424942945e-01,1.984910388896174549e+00,2.818309542787715838e+00,6.688063642698311995e-01,-2.865695243415158910e-01,-1.280518717903641468e-01,3.525403942643480448e+00,1.014042101161443554e+00,-1.960094180441370071e+00,-1.509812320911648076e+00,-8.824071669486713843e-01,-2.135184264943398524e+00,3.144141408146757577e+00,-2.835320811986604683e-01,-2.876682224312638869e-01,-3.599746896470096047e+00,-8.011740640973006311e-01,-1.152301341439020688e-01,-1.124255604835467270e+00,7.261882206179984811e-01,-2.983665274009708046e+00,-7.627483831319703533e-01,-9.922920675535075175e-01,-1.486922819884585467e-01,-1.704458728666585099e+00,-3.754873792880365269e+00,2.609468262721647669e+00,1.087465660839127324e+00,1.957542112279004654e+00,1.998896646145102318e+00,-1.841516704803242144e-02,-3.445090180729753482e-01,-1.358355611068388091e+00
-3.071036254002645904e-02,1.634381735032874872e+00,-3.644419742293427550e-02,-7.710484310380905093e+00,6.316713176269477259e-01,-3.624335338652746596e-01,-7.821047901363584742e-01,-4.594322151344244487e-01,8.316436102652561280e-01,1.085791202965243674e+00,-3.877657279304338456e-01,-1.361012050532425466e+00,-2.970628955965968210e+00,-2.277424136762445928e-01,6.104115834373693428e-01,9.474876167372583424e-01,-2.326653418758440228e+00,5.572066573746159435e-01,-2.218060490366159598e+00,-2.070094020229565235e+00,4.153952810681704189e-01,5.900529452961766896e-01,3.437205084106516484e+00,3.465807819243345023e-01,-4.737622588835700421e-01,-4.009166325946956766e-01,-4.524525892480762423e-01,7.813634367191555352e-01,-2.530196487627362156e+00,6.897369849026078192e-01,-7.420352304929784815e-01,-5.509321494105232642e-01,-6.898613632962722342e-01,9.819556622396589773e+00,-9.305947504447497076e-01,-1.281450861543007580e+00,2.191305848440098902e+00
-2.929952048847930701e+00,1.960412005111141998e+00,-5.107311846572226699e-01,4.328441570869630439e+00,-1.608252841213335227e+00,1.445007197633753737e+00,-1.602043216541903514e-01,9.888851089202187472e-01,-1.134923900105073491e+00,-1.987094808257114376e-01,3.112879799613161858e-01,8.526309691731941420e-01,1.799147593736233119e+00,-5.682105140826521072e-02,-2.552484699449085737e-01,1.053076940941279904e+00,6.211931832337659332e-01,-1.324842886597720870e+00,1.253632798091097067e+00,-2.930671562106434092e+00,-8.242049313274042444e-01,1.709216495933393754e+00,-5.268706506829722969e+00,-1.604334333823218106e+00,-1.588532322506054362e-01,-1.007847978633984010e+00,1.239234962025460331e-02,-3.288948468816447757e-01,7.082910901966515960e-01,-2.606173944900573858e+00,2.662037312143293200e+00,1.801263983863619078e+00,-8.532037481623379049e-01,-5.573894826339659936e+00,-1.350760522426167620e-01,-2.503291134324408529e-01,5.898311863428133683e-02
8.133257933377435744e-02,5.699645396737469838e+00,2.088235476459630924e+00,-3.194812198112828017e-01,5.988064590550189886e-02,-1.172272048476234174e-01,-1.782205400502817172e+00,1.134946892661984119e+00,2.809821888329904205e-01,-4.022365235557080476e-01,1.864910386943909870e+00,-3.616263639482790726e-01,-2.661985813843223969e-01,4.898472292988894639e-01,-1.211162563194291275e+00,2.297411301426676711e-01,-1.427545822416735333e-01,1.691220108501277908e+00,7.067414141890554502e-01,-6.884202095021954015e+00,9.317373771635495405e-01,6.755729516315711614e-01,-6.199914032087484372e+00,-1.802125616211011749e+00,-5.667072569451605535e-01,-3.009754629951276961e+00,-9.289931617359221960e-02,-7.379179158854078935e-01,1.224469093291884247e+00,-3.418476374563054865e+00,3.520507212999914870e+00,8.312915345618918650e-01,-1.219915196685595005e+00,9.851541320519557887e-01,-1.389713764416925290e+00,1.378264099672281695e+00,4.479026506765247939e-01
-2.391658271113724421e+00,-1.611755904787788296e+00,-7.094924395375001858e-01,-1.297312078933254398e+00,-1.002787000104030657e+00,1.402259674390699651e+00,-2.281785000150369225e+00,5.802750739959727788e-02,-1.305677314331291083e-02,1.406203644747819448e+00,5.291744365522925708e-01,-8.727631378007352225e-01,3.950375217690252905e-01,-1.788458090903092490e+00,-5.205087635404180846e-01,-7.405426784446613730e-01,7.189969905495752212e-02,-5.990356601965772798e-01,5.432190823481365394e-01,2.009968303851474847e+00,-1.314843738414471774e+00,5.670900416129454058e-01,2.347173678932647167e+00,1.272389638246496091e-02,-6.236204156066940119e-01,1.048972465115885822e+00,-3.526850801594632462e-02,-6.200580679563772596e-02,5.735123359872195126e-01,4.671281888072352506e-02,-3.486032116874004938e-01,1.679223911920369350e+00,4.239020593988063190e-01,2.258875414142374360e+00,-8.493236415341165468e-01,-9.446372767308408580e-01,-3.651256742204547212e-01
2.147020521398613102e+00,-5.939764370068509880e-01,-5.767141970014264540e-01,-3.916616931464640405e+00,1.625882073791573568e+00,-2.560591941699898566e+00,-8.606907769085479776e-02,-7.115560436637502484e-02,1.121205743633092888e+00,3.554749326563511058e-02,1.795347500901971483e-01,-3.537371040698841895e+00,2.431314837019130426e+00,-2.845423509032075415e+00,1.285361648575604310e+00,8.364105316552995772e-02,-1.105237260829671886e+00,4.139338929565931302e+00,1.600454109353746102e+00,-2.220786773387672941e-01,2.262410397697890208e+00,5.383124011004017939e-01,-5.706525549056058466e-01,1.076283472556342602e+00,6.089390196159185642e-01,-7.873567515179090426e-02,-5.349180310955896633e-01,1.369610864836003951e-02,1.333622846409260321e+00,3.171846142833703031e-01,-1.966764977487888144e-01,-6.794673282418628446e-01,9.325315445031158168e-01,4.582236051734251525e+00,7.237065418953521068e-01,5.627059872414481578e-01,1.572028150481826536e+00
4.434914586209742771e-01,-3.142203700251841592e-01,-9.857169150206136765e-02,2.670380749559627009e+00,2.568481180637959688e-02,-8.914302656332406816e-02,-1.166722940396373254e+00,-8.991684301773702481e-01,-1.167529641432207388e+00,-2.497170781053991914e-02,-3.052518811523157183e-01,1.336679216173059848e+00,5.322262514961081381e-01,1.365334699450394540e+00,-5.148819993310115306e-01,-1.645134316816886821e+00,-5.918197027768412610e-03,-1.671092255314541086e+00,-6.571998524370205041e-01,1.227411917665901298e+00,2.596176823110230014e-01,-9.116011198807876248e-01,2.590358647298213413e+00,2.283780060838747072e-01,-1.430814385225463448e-01,1.656700753844862484e-01,-6.765610019017633814e-01,7.317373930480570721e-01,5.371124880006654667e-01,3.440269532651663908e+00,-2.360733005250863936e+00,-1.549040367594105128e+00,-3.474444173632948440e-01,-3.903709964023361234e+00,-1.171777571249549510e+00,-3.016647111268207226e-02,8.217937992264437996e-01
