X0,X1,X2,X3,X4
-9.144712922908101449e-01,1.969097471442204039e+00,3.819665632716746639e-01,1.549866541102659367e-01,-2.062587543201777063e-01
-3.022708648240655549e+00,-7.448796725298745258e-02,-1.292588997563269559e-01,-8.559309085046392651e-01,3.993584082389772250e-01
1.759820815121792448e+00,-1.178298718363932629e+00,5.737513009993597812e-01,1.548492285813586999e+00,2.397272932812801460e-01
1.542762361354377942e+00,6.969838137416609625e-01,1.277454553594874032e+00,-1.681283827669105557e+00,-5.510707440701352322e-01
1.240773571632033834e+00,1.814998590735275252e+00,-7.113029745978931562e-01,-6.290829513475681978e-01,6.086636524747752741e-01
3.593758086741667968e-01,-1.022133030309951396e+00,4.713204305960750351e-01,3.909589662631960949e-01,-3.471277101094198958e-01
1.367208943635835228e+00,2.801669103298409791e-01,5.722508435666596727e-01,4.611588330201038533e-01,-2.027978070719033687e-01
-1.296599465825597708e+00,2.936035420209027968e+00,-3.301719444746290755e+00,-1.468660482050311744e+00,5.699624536238215855e-01
1.101276383386773083e-01,3.022858257183064001e+00,-7.445313926033056973e-01,4.424359191812707870e-01,3.139648075416255346e-01
-1.836124376444006279e+00,-9.098007162642944845e-01,-2.921071840293141264e-01,-7.852779964260553358e-01,5.464067786690696149e-01
-1.375980381909630568e+00,9.334611444078040332e-01,-8.618373308918763076e-01,4.163528282441486539e-01,1.031479558490032034e+00
1.338052491331636951e+00,1.687396829298948076e+00,-1.556849444733083843e-01,-1.049004774705198040e+00,-6.218219191804374990e-01
-8.555036404278991702e-01,-1.171608103519079958e+00,5.359863305953591617e-01,-4.775085186628315048e-01,-1.236398638510453729e+00
-1.988569012568341121e-01,-7.499192761176045607e-01,2.690302241844224618e-01,5.579236176776011247e-01,-7.915402351574075679e-01
2.042441589448378281e+00,9.149138360913333656e-01,-5.982435809510300295e-03,-1.512083020067809036e+00,1.459636387318858253e+00
1.825549602952239336e+00,-1.034785651022452457e+00,2.803231492122781887e-01,1.770992975839656980e+00,-9.330262094508798842e-01
-1.558665527378945148e+00,1.115254691428894773e+00,-9.649728432867159533e-01,-4.937044583790406449e-01,-3.661109317002049779e-01
2.181997306666301650e+00,1.637807140454043742e+00,5.677826649083663746e-01,-1.895033832027569032e+00,-9.726339866927861122e-01
1.887365637607417435e-01,-7.949222733938003937e-01,8.395444429356322402e-01,-6.123458342728261838e-01,-8.975550018111165818e-01
-1.543222795416245852e+00,1.550261635731909227e+00,-2.136868381944471151e-01,-2.289356437723472082e-01,1.885675877296363101e+00
3.762190055845439085e-01,9.962927735686716302e-02,-6.305465575573040438e-01,-4.052942280368794781e-01,-1.413033717668239486e+00
-1.385388355146505990e-01,-2.334335722631225352e+00,3.064435699149668402e+00,1.819714053217043936e+00,-4.663937391274521893e-01
-1.690390727185837050e-01,-6.601231731607468678e-01,2.780511296081475958e-01,4.915883763510353055e-01,-2.468268925633012312e-01
3.135358434753025003e-01,1.464984758020416944e+00,-7.154860995647362998e-01,-1.747648186798663072e+00,-2.026820475814784750e+00
2.845985617951954372e-01,-3.527261704160775113e-01,-5.819509765754439234e-01,-4.051893803466863342e-01,6.575409852313564285e-02
1.025204274746127853e+00,-5.703397604491646788e-01,-4.475759108309885770e-01,-1.085878626647808209e+00,-5.136476070722412191e-01
-7.735986904093510308e-01,3.918051403022130508e+00,-3.088631683763337410e+00,-2.440870967936497493e+00,6.376373165674286136e-01
-1.042467726658619975e+00,1.357468529426305581e-01,-1.052653935736522328e+00,6.743324394228280561e-01,-4.458765476240002940e-02
1.424922764864886782e+00,-2.577873749123272828e-01,1.191383204016383424e+00,7.590776766737350467e-01,-8.738235836803939227e-01
1.533738747406610259e-01,1.356520055604554020e+00,-1.466631676063744338e-01,-1.937105562871834635e-02,2.598966309510712502e+00
1.112470063476465709e+00,-1.059213596232126520e+00,8.179373067915417517e-01,4.627081068073718439e-03,-2.361290266110099845e-01
-9.593216129442973250e-02,-2.179539596047095351e-01,-6.204225320846218361e-03,1.583751259078775675e+00,1.234395407556461377e+00
4.245545834163413912e-01,-4.283051161237001470e-01,-2.475369577681104660e-01,7.359176046928477266e-01,-2.404263808575944628e-01
-2.471190978215354328e-01,1.241659333323278158e+00,-2.291223840841563497e+00,1.454322875544532823e-01,2.606172185293654797e-01
3.330396547363586035e-01,-1.356606065889709445e+00,1.517096721703144580e+00,1.060425507899491970e+00,-1.717168657623928674e+00
5.788959202324495124e-01,-1.605802174667646298e+00,5.125150327829119945e-02,5.733444953031667790e-01,5.717822230483259327e-01
-2.170709913008685155e-01,-1.486264756142542609e+00,-1.135832739936043501e+00,1.726391003935627166e+00,4.148222350883608578e-01
-9.621300729407330499e-01,-2.286570052275235021e+00,2.937965553184822554e+00,1.255188209618200323e+00,3.494281878752807380e-01
2.126474427429998204e-01,9.543924201074194258e-03,-5.429627186069668765e-01,1.466354030673512776e+00,7.551869644890048250e-02
