X0,X1,X2,X3,X4
9.226708874219804457e-01,1.677919481414815728e-01,-1.299451156850783828e-01,-3.812804758352058565e-01,1.348807265500522545e+00
-2.002219090215651143e-01,-1.206099414647818557e+00,1.334455013381950383e+00,3.131518854649714689e-01,-7.144454990189242904e-01
3.898715876410950298e-01,6.394266195022495491e-01,-5.854187738065546043e-01,3.041611677208837516e-01,-3.507539852562051030e-01
4.921503628169879296e-01,2.424125236857643362e+00,2.965653302380214740e+00,-5.206980383254986577e-01,-3.973286969331223939e-01
1.494615166598290301e+00,-9.053911163688721508e-02,-3.222970920286390317e+00,-1.219060769137471301e+00,3.337190944900489398e-01
-3.978261033577217276e-01,1.841568887665596899e+00,2.316320916462764501e+00,-1.190134909109277772e-01,-1.254798104850315399e+00
2.272092842418710623e-01,5.308087868932583886e-01,-6.938438836114753094e-01,-3.159794196725074777e-01,1.614040423250408252e-01
-5.666814744005543858e-01,-4.487407151242760461e-01,3.105166246431170229e-01,-5.282210993280090916e-01,1.202449426966108126e+00
-1.583228424609565366e+00,2.174322020594367633e+00,2.846017599942870291e+00,-1.511262832557054514e+00,-1.733278058701613666e+00
3.541246333336202090e-01,3.782362556301985812e+00,2.314129409616433541e+00,-1.722899587275094069e+00,-7.702725120294109384e-01
-9.099812868820608136e-01,-9.857030054190945023e-01,1.583095596823774986e+00,3.614836442658960203e-01,5.589985976117782807e-01
-1.268861041416388780e+00,-1.844252478912362880e+00,-6.568324109766114915e-01,9.581077255455342501e-01,4.902361010568060951e-01
1.113113319592737627e+00,3.846258294935520627e-01,8.955086939901989451e-01,-3.474222596705311278e-02,-2.204236601224706105e-01
8.685389596276172908e-01,3.969854383814908960e+00,2.513540905579518370e+00,-7.611205007885168961e-01,-2.543731935926741627e+00
-1.489246595823794150e+00,1.096816847260196237e+00,2.120373456483734653e+00,9.840881147095376091e-02,-6.567711755285813302e-01
8.176667797461800724e-02,-8.130704830395534266e-01,1.370553922402591329e+00,1.166350696078805926e+00,-6.874672199341461121e-02
-3.642647560589108990e-01,8.972307506745083039e-01,3.473206711949181624e-01,-1.015647137654316801e+00,4.738655030208291929e-01
5.114411973953499890e-01,-9.113552144889971451e-01,-1.485424619442274219e+00,1.250341960506608840e+00,5.752793890432781332e-01
-1.719471642135776746e+00,-1.557472797079070270e+00,-1.054447967353388860e+00,-1.846756024835612964e-01,2.490835549419725126e-01
1.381196021802540141e-01,-1.006813490175964443e+00,-2.596059819883679287e-01,4.135580352497993384e-01,9.406661275634993491e-02
9.238888827864580877e-01,1.856542736005939442e-01,-4.422145290630128400e-01,-4.429318233769668489e-01,1.593874391445382788e+00
-6.022383212843755995e-01,3.135898533513775899e+00,4.614544698015751401e+00,-1.137047165476215316e+00,-1.765258828929125112e+00
-9.650302966377370950e-01,9.045485895119664832e-01,2.000960612117041570e+00,5.186613621725123524e-01,-1.168044688366163486e+00
1.187274226230815355e+00,2.026508277840602279e+00,1.550975510690485448e+00,2.239688919643827436e-01,-1.261470087211661761e+00
-5.433959423424080670e-01,3.157775040431658908e+00,3.343199976666060280e+00,-1.597848946419074823e+00,-3.342275740634563785e-01
3.251513346953039951e-01,-1.440305016605144317e+00,-2.414325704648375481e+00,4.425348396423490760e-01,1.715183982143919428e+00
-6.524013681791331898e-01,9.412304442756350698e-01,1.372063351348029592e+00,-1.170252363367079385e+00,-3.402762914016759233e-01
6.750384767567303712e-02,-1.007296193756312075e+00,-1.092723498451648068e+00,8.854977633789014035e-01,-5.530644707071097343e-01
4.163822573630749369e-01,1.667844946379990478e+00,1.132628682514568608e+00,-6.441106548177999436e-01,-9.848375063169627630e-01
-2.084075670455094453e+00,-2.143102566948729137e+00,4.914265759501118547e-01,7.420139059878259058e-01,8.851530290292566328e-01
7.405840738677413881e-01,1.438825873142391298e+00,3.380522146055012556e+00,3.917408895662088941e-01,-2.763866134155537613e-01
6.671541939092529017e-01,1.033002817806430995e-01,9.319790473679684384e-01,7.710470930139894374e-01,-5.193321310297577265e-01
-1.321068163740354517e+00,-1.393667562123418469e+00,-5.995333557789088719e-01,6.400794789514074878e-01,2.295431608228495790e+00
-1.786031797669492827e+00,9.853559613399311967e-01,-4.895721783719753084e-01,-1.268029453684083929e+00,4.616158757864167739e-01
-5.102681915439670757e-01,-5.375554673589592047e-01,-1.391217067506933525e-02,2.150085163973307345e-01,-7.364795390382785634e-01
3.664860665107118609e-01,1.226048733582996153e+00,4.987484769901092685e-01,-7.529568755412606729e-01,-9.624505289256611862e-01
-1.176813658519489270e+00,1.334190625560282673e+00,2.757075840677595924e+00,-2.375157764575861752e-01,-9.827437768633986437e-01
6.602957756527244593e-01,-2.357412059675815019e+00,1.760641458044416297e-01,1.013874431443722024e+00,5.562021777268920664e-01
-1.017726142752267693e+00,3.233411767398899350e-01,2.201123654779276073e+00,8.352478077255821587e-01,-9.495745449453782960e-01
1.502519619312643551e+00,1.312872225052133190e+00,3.251163877532571300e-01,-4.002582835283362006e-01,-8.630013033719241555e-01
-2.785236751787593112e-01,3.155235204715558961e+00,3.010386041371604815e+00,-7.731851275596197670e-01,-2.265343192345327772e+00
2.364741832376905162e+00,6.392594664635455892e-01,-1.397047798808072949e+00,-5.031146337992398188e-01,4.996188175923026997e-01
1.779161685812818694e-01,4.038794704831119908e+00,4.777204412502449316e+00,-1.096511645303107851e+00,-1.899619085339926405e+00
1.417088789632139911e-01,-2.251160680442667594e+00,-4.702643868613418654e+00,-4.428560919017714426e-01,1.412153598701492152e+00
7.602725762433494294e-01,5.764923153718746196e-01,1.283763378300712299e+00,-7.409867450227053398e-01,3.074489919474698851e-01
6.707502802833510691e-02,9.565076771401441746e-01,1.221372889053467192e+00,-1.354707883304641092e-01,-1.019506822663078127e+00
-2.425273885143818475e+00,-1.644874299908394066e+00,4.969104833913285946e-01,3.297597841721020551e-01,2.834494279652285953e-01
-9.527790164050553567e-01,2.331119560223683607e+00,2.661797128343958985e+00,-9.937404784524619394e-01,-2.700820789518966425e+00
-5.743888199376804282e-01,-3.546824131634926491e+00,-3.597765007818544802e+00,2.563206721622226958e+00,4.482516492562677590e-01
-9.189391262707065078e-01,2.273864701851487702e+00,3.369196682585147595e+00,-3.528762892762432046e-01,-7.301058210792858993e-01
1.241720741932420102e+00,-8.870359213994150061e-01,-2.168372208457383543e+00,4.681121314336791350e-01,1.078781550756914953e+00
-2.461743710150607001e+00,-1.666370962073757234e+00,4.033232872677416925e-01,-6.510297919547505252e-01,1.386277187942175360e+00
-1.206714610872181792e+00,-1.511960228788553851e+00,-9.126161998861858082e-01,5.499122723194604934e-01,6.707108871530493843e-01
6.203081332688237248e-01,3.016807224630323248e+00,2.089072154353467603e+00,-2.179789508063508574e+00,-2.348671415497735615e-01
-2.801036414233878946e-01,2.751160845466750438e+00,2.898289530254752222e+00,-4.811875876973507049e-01,-1.206073852474927266e+00
1.504766673597628390e+00,9.239723613446466643e-01,-3.533467633313093437e+00,-2.087393273795763893e+00,1.499834864709067295e-01
-1.211083260250912508e+00,-2.400101659138288213e+00,-2.325984194519755022e+00,4.392374730859204268e-01,2.781819903879733324e+00
-4.181894383529466963e-01,-9.946004391478866502e-01,-9.170865746853393841e-01,1.596451971152429206e+00,4.669721160554310968e-01
-1.141980371738437139e+00,2.013445101822188277e-01,2.852538473083889414e+00,5.376223191968485526e-01,-2.171140829136888051e-01
-2.292067502466041962e+00,5.578452151144990268e-01,2.000779374578620207e+00,-1.484939216128250694e-01,-6.732847254317939623e-01
-8.803744798006303274e-01,-1.282893794140167021e+00,-3.596345449502225677e-01,4.508858756025775905e-01,5.556615488612998144e-01
3.092823248785035450e-01,3.127202480534014839e-01,-1.035778345924942417e-01,-3.295320307563438522e-01,4.329540291423756293e-01
-5.463005502541556924e-01,1.877176659808166725e+00,1.743464434486220682e+00,-1.243327010262862853e+00,9.109610923842691443e-01
1.310350249166007508e+00,3.948903047242251496e-01,1.013352566167086577e+00,8.596851510672121055e-01,2.583107461673096461e-01
-6.162479251708837813e-01,1.079371783169980059e+00,1.879735136377652660e-01,-8.095510685137609075e-01,1.660693482793988762e+00
9.558731457794908959e-01,2.412464336414455346e+00,2.586530566621858984e+00,-8.177071299994195241e-01,-7.463803716832784207e-01
-5.863834271794065023e-01,2.062224421215709924e+00,2.102033068262413096e+00,-1.223984958874027029e+00,-7.278130974746015447e-01
1.829833821678284123e+00,-2.064857249186985155e-01,-2.336023276290264850e+00,-1.559612177629372820e-01,1.182271316705284063e-02
-1.661224891943298365e+00,1.325211560900837249e+00,2.129460351603423618e+00,-9.816181572418984647e-02,-1.854740802154621004e+00
-5.128825533810251747e-01,-1.306341547914513290e+00,7.418391007213707145e-01,1.488351817256953868e+00,7.553651831853984422e-02
-8.146392685067481432e-02,3.082925021321155423e+00,2.800793410177586207e+00,-1.959289255017071296e+00,-1.190124332463985413e+00
-9.718389720462572434e-01,1.283526367301516480e+00,4.287699088954948223e-01,-9.462243414774931249e-01,1.248588933227144371e-01
5.781932614841828189e-01,1.685524168843646198e+00,3.606829231099740518e+00,1.583663654870763215e+00,-1.512098985722327482e+00
1.650592598618853823e-01,-1.745060272523075440e-01,2.035071343721829962e+00,6.669096313429894174e-01,-2.322170235615970690e-01
-6.427986771607139271e-01,4.980547702835698143e-01,1.612129077932634491e+00,-3.292813148403935242e-01,1.098627000802710363e+00
-1.486142855730447909e+00,-1.740624626699901256e+00,-1.798626013006920710e+00,-8.286359835737231450e-01,1.325794646531544885e+00
1.833493683876502800e+00,-1.358826583036495839e+00,-3.569188246187716462e+00,-1.735728701772521476e-01,6.165534536951778888e-01
-5.263024403719699373e-01,1.762196144531543274e+00,3.735518855544458283e+00,2.218976671793494448e-01,-1.197120428750320542e+00
-2.399059114375403923e-01,-4.471558863432411712e+00,-5.504421394386432631e+00,1.169140100399517879e+00,2.091710482510199309e+00
1.874967869648267671e+00,6.523727294843587599e-01,-1.951194870166319095e+00,-8.998169271796377933e-01,-5.084207872524573180e-01
-1.012220543305930143e+00,-4.511022860694132497e+00,-2.688340824072974478e+00,2.677821987531493697e+00,1.300533325825833364e+00
-1.817661177802962991e+00,7.787690665744789742e-01,3.351070270275690266e+00,-6.531803243042986207e-01,-7.662045864013611318e-01
