X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
2.233945701945010409e+00,2.520663181174049861e-01,-3.373280762706201141e-01,-4.225835729796238560e+00,1.190477275645088096e+00,-2.147358320238424323e+00,-1.580145498208948451e+00,4.783619864359218155e-01,1.125761119922360720e+00,1.481370665937659536e+00,1.322873274446617398e+00,-2.045302752715753236e+00,5.225478003818373463e-01,-1.561774207465270070e+00,6.284916835762169862e-01,6.922090775432153398e-02,-1.218181432936030761e+00,4.259096012876704584e+00,8.653153926931029805e-01,-5.440353410766560760e-01,2.528391141167570577e+00,5.359116693089547301e-01,8.587012336614933128e-01,3.726794350180658855e-01,-1.356512246887921602e+00,1.471578885465449904e-01,-9.911496851250942708e-01,2.609121308269551354e-01,-1.004055435587056788e-01,-8.163405484481429664e-01,3.168682613096016620e-01,-1.485715208926025710e+00,9.932832276251524206e-01,7.737001654803759010e+00,-3.313345724163673789e-01,7.687397751999237583e-01,1.320592159741531824e-01
-7.074179886880045398e-01,6.926215985254944307e-01,-8.859699207744771154e-01,-5.894018713803593101e+00,2.175565595324254531e+00,-1.214524932896027920e+00,-1.049003684709095330e+00,2.458699457470083338e+00,1.210165575604777777e+00,-7.023884668509368101e-01,-1.575981892924357863e+00,-1.788215493229833974e+00,-1.839900142369976566e+00,8.097496452882696483e-01,1.592406060980661453e-01,-7.255891628044054409e-01,2.967707947707619809e+00,2.547382488741823270e+00,-2.514101102226289908e-01,-6.757779811337416564e-02,2.429030376188232587e+00,1.201843800934901507e+00,-3.118961754712475276e+00,-1.871654026692516792e+00,2.320234920607609830e+00,1.343212094810952162e-01,-1.068275899405509710e-01,-2.881004418909617337e-01,-7.006056027685485521e-01,-7.606118905850777212e-01,4.840476326790316142e-01,1.549445240074078523e-01,-1.979842985843662362e+00,6.452406766742278421e+00,1.476058561620433141e+00,6.965986203110312580e-01,-1.141061740785542344e+00
3.021057885070032700e+00,-1.484097202450030295e+00,-7.852325280607352909e-01,-1.485955558689338041e-01,-3.411219596319685077e-01,-8.817557882560425053e-01,-8.849832512871429469e-01,-2.707850109425515850e-01,1.103822774560973136e-01,-1.050440387185088253e+00,1.424309110291283709e+00,-4.706976531670993280e-01,3.216465584931723853e+00,-1.720034408199631049e+00,-1.330246034215194717e+00,3.840807402053399433e-01,-2.430464512799371146e+00,7.363306592350578050e-01,1.143246181545142015e+00,2.252405105582516054e+00,1.398151584459373709e+00,-8.890863159430165696e-01,2.439475286812112120e+00,1.844953988193478001e+00,-3.371369970365836632e+00,2.006350003503949875e+00,-1.662194016858921097e+00,7.696899701456180187e-01,1.607393518666047960e+00,6.238684223057291978e-02,4.206461514609494134e-02,-3.791505493496940105e+00,2.940891455412306232e+00,2.551319568577923302e+00,-9.019206229764173965e-01,-5.143250089755363463e-01,9.528334015132633450e-01
-2.770523353196360006e+00,5.487971010622734180e-01,-8.523524383467513399e-01,2.965060874782351696e+00,-8.692504128424760612e-02,6.677719280416003489e-01,2.851437190489067852e-01,-8.454922114409684220e-01,-1.280518717903641468e-01,-7.627483831319703533e-01,-2.281458036890682273e-02,1.585889777089168895e+00,1.046575827477646436e+00,2.283865599992467299e+00,-1.138656442719564010e+00,2.321353367878819185e+00,-1.728253806729620479e+00,-1.311581541002281082e+00,-2.876682224312638869e-01,1.796507586967555081e-02,-4.878597974984656416e-01,-9.922920675535075175e-01,-3.354466592801387037e+00,-6.021424962280755300e-02,-1.388241495886146648e+00,-1.152301341439020688e-01,4.082979967337295735e-01,-8.824071669486713843e-01,-4.696443102323484275e-01,-1.305315659651951066e-01,6.052531150116138292e-01,2.067813512331365011e+00,1.562472717876588896e-02,-5.379348756818620458e+00,2.271165019403982299e+00,-1.728566538970117417e-01,4.306557925952395616e-01
2.820754180336670469e+00,-3.340438642917096246e+00,2.989771171305481978e+00,-6.201404143075842867e+00,-1.899890396594773045e-01,-1.023653707715085126e+00,5.241953068039968411e-01,-9.316313279073615838e-01,1.085791202965243674e+00,-4.009166325946956766e-01,1.805366153754075054e+00,-2.695583590716053912e+00,-2.739240978593833198e+00,-5.995787220316308730e-01,-1.337930198101017210e-01,1.723098935073888727e-01,3.303129939059333608e+00,3.829890409431501386e+00,-2.218060490366159598e+00,4.648263813407536915e+00,1.561769869068815320e-01,-4.524525892480762423e-01,9.750369525406762605e+00,2.364391395507544402e+00,-9.797832540515060140e-01,5.900529452961766896e-01,2.639131340250715496e-01,6.104115834373693428e-01,-1.693331220667816828e+00,5.369335863964884048e+00,-4.683564363499407079e+00,-3.437078002337410343e-01,9.433626018395027124e-01,9.270608850499858278e+00,3.653635948950920698e-01,-1.190198030261507001e-01,-2.121242841628925735e+00
3.411064844189852785e+00,-9.060255639006107309e-01,2.349625918052375695e-01,4.606528772880887912e-01,1.020748569235211400e+00,-3.396473520624848419e+00,-1.307237123872407203e+00,7.766196759448594777e-01,-1.987094808257114376e-01,-1.007847978633984010e+00,1.059942667711224695e+00,-4.193933548213360507e-01,1.194763912481429102e+00,1.518250469697328908e+00,-6.081127342848074990e-01,1.358439264178344652e-01,1.963447677055864538e-01,3.137607337832393650e+00,1.253632798091097067e+00,1.015170670305824085e+00,4.311452540291107915e+00,1.239234962025460331e-02,-1.602279122773541564e+00,7.967563232694133690e-01,-1.731689677860804633e+00,1.709216495933393754e+00,7.233158644083926836e-01,-2.552484699449085737e-01,1.069785847912652077e+00,-2.025675485469667692e+00,7.906811169589714750e-01,-8.292903077074267326e-01,9.292392892626604173e-01,1.613626726867466443e+00,5.170512355158698448e-01,-4.766876577011388005e-01,1.820079327726782381e-01
-2.429280997298476907e-01,-1.196197313763831538e+00,5.813627163769898853e-01,3.417562288725188413e+00,-1.611867842147471919e+00,1.071362536035157964e+00,-1.334659704479701330e-02,-1.082982521466653081e+00,-4.022365235557080476e-01,-3.009754629951276961e+00,3.948145257192926305e+00,1.372422390347763921e+00,-1.844787300189001111e-01,-2.186509209590359326e+00,-1.316614570681386709e-01,1.957709605552121035e+00,-1.083775928190848115e+00,-1.907553316282667444e+00,7.067414141890554502e-01,2.373762434809507216e+00,-1.827138336276521224e+00,-9.289931617359221960e-02,2.329914760694830278e+00,7.772669801696181491e-01,-1.060916221891571531e+00,6.755729516315711614e-01,-2.054782094653518687e+00,-1.211162563194291275e+00,5.059493551976168568e-02,-2.254876523541526900e-01,-1.395100119263861238e-01,7.286696656901990865e-01,2.637024733297633983e+00,-3.408428464230929489e+00,3.162022571788940528e-01,-2.156163364744455357e+00,-2.543682615757709709e-01
-2.885480771480368745e-01,-1.111601265223986612e+00,-2.077948412982438153e+00,-2.031160140682333193e-01,-2.352421034452470694e-01,-2.907460468375394846e+00,2.439205982186780364e-01,3.173058504336728980e+00,1.406203644747819448e+00,1.048972465115885822e+00,-1.116886450072713588e+00,-1.972759665104842020e+00,1.014901316037562173e+00,1.250977825999541437e+00,1.004728022942468213e-01,1.484909201425509973e-01,-3.244478443864759143e+00,6.000805794230041901e-01,5.432190823481365394e-01,8.811808488094978742e-01,1.273563826259985543e+00,-3.526850801594632462e-02,3.951628147531180524e+00,-5.159635729181120123e-01,-2.013974553361765896e+00,5.670900416129454058e-01,2.249923763233403040e+00,-5.205087635404180846e-01,5.440648421863784057e-01,1.955498853379436186e+00,-1.482857452868167947e+00,-1.691176814969244657e-01,1.947648697980555177e+00,1.826815068581555401e+00,2.013366515990396177e+00,-9.137269102628333695e-01,1.161701364136952686e+00
4.519037842307088937e+00,-1.256279183380399234e+00,-1.917606209464530975e+00,-3.828113245713333224e-01,9.656875870574990195e-01,-1.141487161612078749e+00,7.954139779931003185e-01,-5.016255442191079883e-01,3.554749326563511058e-02,-7.873567515179090426e-02,-1.314890883053232429e-01,-3.593996576677207511e-01,2.324772161636412537e+00,-1.037316589504525766e+00,-9.257803551960641641e-01,-1.903817036042877886e+00,7.942336755349876931e-02,3.394571680818686765e+00,1.600454109353746102e+00,1.269383588126119511e+00,1.644679534531074516e+00,-5.349180310955896633e-01,1.971845747469098242e+00,9.997781548551000208e-01,-1.299990606757070788e+00,5.383124011004017939e-01,-7.099765408513943887e-01,1.285361648575604310e+00,1.799326054726573476e+00,8.978990715621840701e-01,-5.069459152437231220e-01,-1.178263285414668626e+00,1.772825877515836090e+00,1.422731473460166818e+00,-1.649662851551982445e+00,7.379322122220881575e-01,-4.604381484920368195e-02
-1.628463257820964016e-01,2.191196405064261832e+00,5.231090907417906832e-01,2.512450998228411336e+00,-5.805060288442055044e-02,1.728421730004230827e+00,6.878349291469469939e-01,8.612545316738051682e-03,-2.497170781053991914e-02,1.656700753844862484e-01,-7.062760547882537265e-01,1.923880965041306457e+00,-4.732662923295860025e-01,9.712321271777741849e-01,8.551456326295601151e-01,6.891018657266390068e-01,4.155737980050316915e-01,-2.438392595397630203e+00,-6.571998524370205041e-01,-7.883351330225532028e-01,-4.990674723791073131e-01,-6.765610019017633814e-01,-3.138030221729460667e+00,-1.126033156331476270e+00,8.716151221181612785e-01,-9.116011198807876248e-01,-4.479372487580426387e-01,-5.148819993310115306e-01,-1.501835875279855514e-03,-2.027811986005173317e+00,1.472708651826705184e+00,6.445287076868755349e-02,3.602295574995969529e-01,-3.220077250034087069e+00,5.616973522962680487e-01,-4.117474644138109374e-01,-2.448498251285274874e-01
