X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
2.648646713006078679e-01,9.509552925964872561e-01,5.733941667403091857e-01,1.209361577231465201e+00,2.669523322890066108e-02,-1.926215737681740148e-01,-1.146117101436663566e+00,-1.917468659436317280e+00,4.424983299624336119e+00,-9.458036755631984427e-01,-1.769808426927331757e-01,1.366707109906653672e+00,-5.667216615204840879e-01,-7.228586798367014898e-01
8.665316983494089076e-01,1.356218597803344306e+00,6.549620771552429055e-01,3.434379313189781513e-01,-1.849442967203719812e+00,3.036149097861138735e+00,-5.500353643349567001e-01,4.246147544854891320e-01,1.688602887177231171e+00,-2.148375377360318139e-01,1.462507591544883523e+00,-1.925343465326225800e+00,-2.009537513344901091e-02,5.262686106745463333e-01
1.185662932067581332e+00,-8.759152322412427916e-01,5.864707357580827285e-01,-2.267505183133276869e+00,2.327865259951384491e+00,1.737232052096884249e+00,-4.155366307639704604e-01,2.481677233102788538e+00,-2.821505917149593756e+00,4.617499251485612799e-01,4.096406536858172132e+00,-6.440591315041410247e+00,-1.626465788779107302e-01,-2.933282432510915805e-01
6.690462855250991492e-01,-2.178536657051011183e+00,-1.349378886104958264e+00,-1.667968401190903283e+00,3.044735777013802824e-01,6.872554526892314941e-01,4.223600123282537644e-01,1.472092232258077615e+00,-3.085520661095443984e+00,1.715873349898114686e+00,-3.532189345586182472e-01,9.668082813094075467e-01,9.617439033359094225e-01,1.078211196683370066e+00
-8.249895647979516022e-02,-3.105552391476976481e+00,-1.812547346773871082e+00,1.424635490108441260e+00,2.158107575284607282e+00,-1.646236324223128822e+00,5.106073442529059925e-01,-1.333520265954470929e-01,-3.988908955773748377e-01,1.194994805030177992e-01,-1.818090057902708612e+00,2.334283752359793684e+00,1.528147415617638893e-01,-6.171913573737981551e-01
6.927567972903877491e-01,-2.053628275014729887e+00,-3.087267449939764541e-01,-3.933158711054697276e-01,3.182868393456835143e+00,1.032281033623495103e+00,-6.848733860878530866e-01,1.209942849180312585e+00,-1.417019816076305894e+00,-1.431350453122313127e-01,1.580644833482045097e+00,-2.727530839882277736e+00,9.462846844999276419e-01,1.559839595461834927e-01
3.741598054637080284e-01,7.529626083504051826e-01,1.495820283023561847e+00,-6.167475627110582392e-01,4.585652396333123049e-01,1.000444506772979913e+00,-6.566858004673243876e-01,3.565677150810744322e-01,2.406356338488632396e+00,2.824475985438468228e-01,7.779508485983998023e-01,-1.327871539926133160e-01,-1.802255002571582665e+00,1.189161858339801703e-01
-5.081664829258284583e-02,-8.077112858140323981e-01,-7.560007539434334678e-01,-5.746882632042746852e-01,3.787152902142677524e-01,7.408828324221296002e-01,-2.872497987516213769e-01,4.270533398018940829e-01,4.770798304732009054e-01,6.788943547199999262e-01,-1.310076025198141814e+00,3.793514424411351893e+00,2.537117616821229268e-03,-2.761500874828433094e-01
-1.945509443383580395e-01,6.245919484546054168e-01,-1.549876592667055464e-01,-7.119032632753105050e-01,6.605106320387316154e-01,4.360459814851798122e-01,-1.208189612488449471e+00,2.198583302162173680e+00,-1.157036887366042599e+00,6.386289530735711484e-01,-6.958746123212846690e-01,1.135758336592436413e+00,-1.006325420874859544e+00,-5.175560652873661960e-01
-2.437988871745369324e-01,-4.968884443876495638e-01,8.790648984447737568e-01,2.319181684805355359e-01,2.730025161848898207e+00,-1.105301709742120941e+00,1.733737825935821153e+00,-9.131966414429139034e-01,-3.266604128947253050e-01,4.079873622677774869e-01,1.284604888726938787e+00,-2.388181814269903391e+00,-6.734536977090171961e-01,6.609972419191123549e-01
-1.895422402447378030e+00,-1.596012122235973552e+00,-2.303322036468217759e-01,8.417016967008449368e-01,3.800921094659805988e-01,-2.288777288333528226e+00,-5.666859117487137443e-01,-2.953868603883889499e+00,6.111433462355829960e+00,9.515328056401727297e-01,-1.793861687392829474e+00,2.565207585241561450e+00,9.992087239629861006e-01,3.649448864082017741e-01
3.147072009437008044e-01,-2.108949682699284844e-01,2.957116523817696074e-01,-9.667942238637919905e-01,2.308696142511065919e+00,1.914697019554209900e+00,-1.651337667753395078e+00,3.281488438850816092e+00,-1.994649434472384186e+00,1.066649231187882130e+00,3.550929808396547371e-01,7.170647067697163424e-01,3.161177324250772497e-02,-9.443180572524029204e-01
8.843426481329866862e-01,8.244111833397840261e-01,-2.747911913369860959e-01,-4.726460509779895625e-01,-8.632759945289842918e-01,5.475631184634149884e-01,-1.142923714321101708e-01,1.911124496418550311e-01,-2.196489727567398020e+00,5.627280636940662495e-01,3.708910423416270641e-01,-2.013906633782713840e+00,9.651496292462113935e-01,4.608228673380498353e-01
2.575499452932978328e-01,2.752084444325153534e-01,2.173096009022328357e-01,2.502614045081410499e-01,4.968594950925081521e-02,2.124465931813122044e+00,-1.594975223276983156e-01,-7.373684558335837913e-01,1.754799484491029737e-01,6.366083748201453174e-01,-1.531081128975047889e+00,1.950184517617707503e+00,-4.622138378023786243e-01,7.142853993398512458e-01
-5.312422958691248587e-01,-8.230033623750054872e-02,-1.059308239104356897e+00,3.404905916878856464e-01,-8.901023734360813400e-01,-8.257633240442734390e-01,7.470034703209678106e-01,-2.030826847683603331e-01,2.198683237511028787e-01,-2.678744295782478635e-01,-3.570122731402458616e-01,1.497083517338150926e+00,9.736747026827166085e-01,6.322045950054833163e-01
-1.447257149482448879e+00,3.665649554309987068e-01,5.948521331845060267e-01,-1.511505657952924242e+00,6.007369349284383819e-01,-4.176581351288470856e+00,-1.972922958595301757e-01,2.149354579506103757e+00,-2.670108521682363456e+00,5.990343312863678493e-01,-1.525100936712307620e+00,1.982910373802372117e+00,1.024544749342294558e+00,8.612482204364644289e-01
