X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
-1.488210916003964046e+00,1.895627468989504738e-01,3.177560332246401331e-01,1.036879722079233179e+00,7.690198354736066388e-02,4.527731837741278964e-01,2.753597876806173628e-01,-1.180312997501432148e+00,-8.724676982432891803e-01,4.348004548719030388e-02,-1.298115499945213802e-01,4.447946450201378354e+00,9.935738140127249318e-01,8.764755616016693951e-01,2.582478701634601137e+00,-1.539278287350637875e+00,2.044812182928388289e+00,2.492954833694066785e+00,2.067707660773964840e+00,9.808254393731770104e-01
-1.652184925610352892e-02,-1.710852919044931753e-01,1.203368011430803408e+00,1.221825874861620642e+00,-1.489294477289789587e+00,-1.220809182833040962e+00,-1.757023756396487446e-01,-1.944122634951368944e+00,-4.050043540264490760e-01,1.171001083464233261e+00,-2.017812044979924835e+00,5.851209305717081754e+00,-9.736830370765452436e-01,-1.790830090907978844e+00,2.259192854368197612e+00,1.780422639616011105e-02,3.113187111959523357e-01,5.990870129536050026e-01,3.631279219806205383e+00,7.839470192672788329e-01
-8.964910694873287067e-01,-8.509415593039513226e-01,-1.843883541265312065e+00,5.017390560922542209e-01,2.434054817198543219e+00,-8.701477320851256358e-01,5.218076958851813885e-01,1.635197332160068129e+00,1.271731479354589300e+00,-1.143635257444704179e+00,1.309772463782016061e+00,1.330641207959207373e+00,1.671920255402759015e+00,2.633700947390309466e-01,-4.527740259946396506e+00,4.600090032247295957e-01,3.038938712524519303e-02,6.580936935808092692e-01,1.239267705816879506e+00,-1.050951828419187439e+00
-5.469920067770540628e-01,7.788022696229278674e-01,-5.817292848002366679e-01,-1.195313495323243602e+00,6.006675180663301195e-01,-6.247679718738898824e-01,-5.742933264093015300e-01,-2.547727158283030757e-01,-8.562672415865709707e-01,-6.706509409814358502e-01,1.740540711471272761e+00,-3.441661391252126556e-01,-3.072915386691635886e-01,1.492458410007852232e-01,-8.102576334570477101e-01,-1.056722687978359332e+00,-9.785737696088743220e-01,-1.019465240367769532e+00,-1.138082763542506148e+00,-2.534743534030075574e-01
6.546034299527748734e-01,-1.587561838743170028e+00,1.731009445946206926e-01,2.757046544331144045e+00,1.276102940687596554e+00,1.233821823231629589e+00,2.639988447750549305e+00,-3.312010640277331941e-01,6.758412435235811033e-01,1.662361525113408289e+00,-2.767445292345469099e+00,5.186409819468156712e+00,1.399321054913940099e+00,-6.107192996460145684e-01,-9.561393093155188261e-01,1.917364902474358423e+00,5.771471589322797469e-01,-9.060672365993822641e-01,3.311840973646367203e+00,2.517241705282212694e-01
-6.959886914508279787e-01,-3.575116822401722683e-01,3.812388114253047189e-02,-1.440322060789327008e+00,-1.750562914190095354e+00,8.288573068667783872e-01,-9.511196876933347699e-01,2.040689561780593131e+00,2.232429712609435620e-03,-1.247120601518753702e+00,1.757223714708603834e+00,-1.750977447896862715e+00,2.364998380518881782e-01,3.701076129649446406e-02,-1.534216314796382319e+00,8.164133218132918479e-03,7.367340765518172185e-01,1.601958929306634083e+00,-2.345965677773327318e-01,-1.954307883163618031e+00
2.454373892938726431e+00,-5.723461903024709141e-01,-1.978472044226252224e+00,1.079446045974740587e+00,3.624225897129445428e+00,3.354472908424999122e-02,1.166979019119555705e+00,-1.294326944732615559e-01,7.970158686105380808e-01,1.226224347932041159e+00,-8.737087213170170452e-01,2.912694724894421494e+00,1.615667769439695922e+00,4.751113216075943946e-01,-5.149947441277766380e+00,1.486235380070096923e+00,4.490546284491826468e-01,-1.721808472347001961e+00,1.208345045858159050e+00,8.297300220098752233e-02
-8.359619843934142924e-01,-1.645455855897970388e-01,2.379391201157777386e-02,-2.437770544319568800e-01,-1.092404934729472199e+00,3.643939614495335655e-01,-1.603530117667334998e-01,1.099891674561980892e+00,6.860090380419779921e-01,-2.144037888779429579e+00,1.430170770723025564e+00,-2.073400666519366720e+00,-1.904226714186997516e+00,8.831459154837695280e-01,1.861814922633365343e+00,1.054716944267770407e+00,-1.296397823917331049e+00,1.900552405254418709e+00,-5.841174754538343006e-01,1.445064149153598154e-01
8.014175078923480022e-01,1.089334889205534562e+00,-5.743465922836074045e-01,2.412288112655525119e-01,1.939742898691060535e+00,-2.075328505304168680e-01,-6.162221148855526742e-01,-7.521155122835636586e-01,1.400326520266818031e+00,1.925731509080005344e-01,1.196715877389955773e+00,1.649046455789874077e+00,1.857225741311546718e-01,7.212509987120305777e-01,-2.581756583013446793e+00,-6.675140681349607252e-01,-1.734592247644668683e+00,-1.168678394390891384e+00,1.132365070822256126e+00,7.583088026980366880e-01
-6.919556077795200322e-01,-6.670623575071155109e-01,-3.456114642631027412e-01,-4.127441508919645896e-01,5.347527652816417287e-01,1.184996899064004072e+00,-1.052536822181113774e+00,1.834798710436880143e+00,2.944289025485409272e-01,-1.564967083521482172e+00,2.730143622544012771e+00,9.096165743354012179e-01,-1.225032280079413116e+00,4.592678201103799207e-01,-3.594439564181795888e+00,-2.322526564970348595e-01,-1.184228500604119105e+00,7.973594048533633183e-01,8.988564513522168120e-02,-9.501757539962557564e-01
