X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
2.124278619842506988e+00,2.781819903879733324e+00,1.248702285503251908e+00,4.372558778384052491e-01,1.740153490350909715e+00,3.880435313096430860e-01,8.465743786361126233e-01,8.113055184634949957e-02,1.898294533744858681e+00,-1.906404603609119341e+00,3.929226350641784826e+00,1.891045400631493623e+00,-9.878594571053112006e-01,-2.158416170348153695e+00
1.084183285837749589e+00,4.669721160554310968e-01,1.945804244800606320e+00,-1.727908050807653195e+00,-2.223757249841612493e-01,7.116922329277830528e-02,3.031299023414478766e-01,1.054098293325355234e-01,2.701771381593331967e+00,-1.566355179428188693e+00,-1.803677843033523187e-01,-9.415984093626285079e-01,-4.978787242300772853e+00,-4.580922821229829744e-01
-4.567798115602561548e-01,-2.171140829136888051e-01,-1.380796150288239765e+00,2.973699982620383458e-02,-1.077059623987053572e+00,-2.023777297458157598e+00,-9.812272523177707484e-01,1.199134794680917042e-02,-2.236827018503801945e+00,-3.254452753645709073e-02,1.223667022760198897e+00,2.296974654669253102e+00,5.171425049281706876e+00,-2.923008820221520421e-01
-1.857514043984769270e+00,-6.732847254317939623e-01,8.051983575339138888e-01,-1.049076606190090938e-01,-9.064486911852234763e-02,-9.198248148865695306e-02,5.019894180658119875e-01,1.573574226533299703e+00,-1.774945477637875246e+00,6.423832227438271980e-01,-1.738040842778509898e-02,-9.269784901937515587e-01,-1.294807786445858921e+00,2.509936157259944900e-01
-1.423570538781377071e+00,5.556615488612998144e-01,-6.737231446424655212e-01,4.945477367567632787e-02,-5.114807014151274700e-01,3.486754089209512242e-01,5.906161777377945121e-01,-1.141124347593252208e+00,1.198117938865515431e+00,2.046739027710293257e+00,-6.725840883999316677e-01,1.912272709540589477e-01,3.387297166243737223e+00,-7.878153164977392819e-01
1.996961062679460053e+00,4.329540291423756293e-01,1.637637880540887103e+00,4.361770509410094476e-01,1.622039713826132434e+00,7.758893240721983497e-01,7.009112078790269429e-01,-1.472258384079862870e+00,2.720237464056032284e+00,-1.007262492166999923e+00,1.006046848502846647e+00,-2.895263945922138538e-01,-3.943599728097893387e+00,-7.607408229324010840e-01
1.397766834880953102e+00,9.109610923842691443e-01,9.375402477871941365e-01,1.278838247155549501e+00,1.987703830956451534e-01,-8.604904040132288490e-01,-2.864539272228807110e-01,4.370207999178362113e-01,-9.476308953258454348e-01,-1.891074299923255708e+00,2.400847208175575620e+00,2.188473520280213580e-01,-2.463121987998084794e+00,4.827651974650285505e-01
-1.608783722256035942e+00,2.583107461673096461e-01,-4.577994917714062417e+00,-3.674430171286048319e-01,-1.309262574439719051e+00,-1.092420245569950321e+00,-5.633438930052755422e-01,-5.094834138435179183e-01,-1.376580021178774871e-02,2.591438408666977278e+00,6.112939556545687880e-01,-1.885063204427687822e+00,7.140931289032704576e+00,9.056602467818560820e-01
1.533535363928088424e+00,1.660693482793988762e+00,2.641556640569901138e+00,3.517135244702145336e-01,3.220799633053050282e-01,-2.311536508660021916e+00,-7.479533091795130817e-01,5.111489285858992204e-01,2.746027718438226906e+00,-1.972118650548164265e+00,1.707041917691680455e+00,1.555657459213741767e-01,-3.425505506882017048e+00,-2.997495827940644730e+00
1.187624980958571719e+00,-7.463803716832784207e-01,1.518359880987682597e+00,3.358235107728850255e-01,-2.733061355801629233e-01,5.723205942075775265e-01,7.006981309900108812e-01,1.429048804228640446e+00,-1.217031727912789352e+00,1.139566693797302133e+00,-1.407510018647637473e+00,-1.691205054812223718e+00,-1.073603251374070311e+00,9.785617679071042518e-01
