X0,X1,X2,X3,X4,X5,X6,X7,X8
-1.664393766597535018e-01,1.490139245060437823e+00,-1.946621880101383484e+00,-1.840979766705077125e+00,2.490835549419725126e-01,1.224481993628273813e+00,1.780354606197610545e-01,-7.076292360360019185e-01,-6.432296355384972131e-01
-1.082159186275851066e-02,-1.537606939992768984e+00,-2.105802043448217198e+00,-9.978407575874064239e-01,9.406661275634993491e-02,1.302010201810555046e+00,5.697646823092065160e-01,7.102591382166231204e-01,-2.907252656616160502e-01
-5.246204774001566040e-01,-2.118146486875336354e+00,1.222043772996123323e+00,-3.411462100723832158e+00,1.593874391445382788e+00,3.118863972052958289e+00,3.340050160242378774e-01,-6.075434410103117688e-01,-2.485389322469512052e+00
-1.796202663986102427e-02,-1.157976005385138896e+00,-6.645572243292136028e-02,1.553251936543537326e+00,-1.765258828929125112e+00,-1.336739498582732333e+00,9.720539873562630273e-01,1.973905503732009681e-01,8.873910508077070824e-01
1.447030324987354621e+00,1.569013754069573441e+00,-1.383115767803025919e+00,2.688387042490821610e+00,-1.168044688366163486e+00,-3.658628984572731113e+00,-2.677588794196204547e-01,-1.797048264116624328e+00,1.290151236220069553e+00
1.348960161255694956e+00,-2.813226587842819204e-01,6.258645949172612077e-01,8.903948833293066079e-01,-1.261470087211661761e+00,-2.754217516319578341e+00,-3.203065990395254636e-01,1.338080352696140229e+00,-1.337388977387309330e+00
-5.098536540942397721e-01,1.067634415013962279e+00,2.327265906535316842e-01,2.365031098256874798e-01,-3.342275740634563785e-01,-1.331431685285047850e+00,-1.314412856783931494e+00,-1.946089787098868928e+00,-5.313800859834955093e-02
-8.762197075888303877e-01,2.396829881244560312e+00,-5.204897713177957658e-02,-2.240272347332916247e+00,1.715183982143919428e+00,1.828305582991219591e+00,-1.664889210938816921e+00,1.896622627009227013e+00,-7.556459091362155434e-02
1.179242935819470040e+00,-1.776912874061062686e+00,1.092746801983683680e+00,3.301772932426061402e-03,-3.402762914016759233e-01,-3.845065923836746280e-01,8.674410195189176387e-02,1.077545020874951964e+00,-1.608471841144168968e-01
8.854474715587483391e-02,-1.621072593675463080e+00,9.544888963332738285e-01,1.447560757339330095e+00,-5.530644707071097343e-01,8.953504371477283286e-02,1.878811372603397256e+00,-1.216332065327658807e-01,4.268805848750950593e-01
-9.609162141952798386e-01,-1.518556390017042901e+00,4.580314702404359450e-01,1.380727993678659171e+00,-9.848375063169627630e-01,-4.083076571347654671e-01,3.059947561553960860e+00,-6.607222034943367461e-01,6.335927522499664732e-01
-2.411476118767505172e-01,1.008008834853142410e-01,1.193421363248525324e+00,-1.269021551007979420e+00,8.851530290292566328e-01,3.476320944284477799e-01,-1.285397099816225852e+00,2.754784690975516925e-01,-1.778682088605578748e+00
-3.787249669377190653e-01,2.153442246781973157e+00,-2.026222320397283116e+00,-8.547645400532122295e-02,-2.763866134155537613e-01,-2.958811810296380074e+00,-2.005081368952621457e+00,4.286419283505772393e-01,5.698796859176016305e-01
