"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
-2.16525638489976,1.12694741755885,1.80569571532586,-4.84555984451343,-0.231076805397954,-2.01604070602933,-0.63772018658748,0.0390550413836881,-0.793097687069351,0.223751231520748
-2.90860314125899,3.61598801144023,-1.76492307953565,-4.3684013844036,1.79969714251756,-1.1538392936954,-1.13039822149773,-2.57578025120669,0.0937919151797403,0.169989058004445
-1.81037160994145,-1.52663091664289,2.39461675892248,-4.73568727321806,0.990155723354692,-2.01681875769339,1.18463045394786,-2.51776059742531,-1.22571743303322,0.741686907492878
-3.87617098377842,3.3042385871692,1.19103261613522,-4.84705010368878,-0.218795595779469,-0.83155197075222,-0.67891628172728,1.25884755394505,0.865766533569843,-1.01522781482423
-1.04754227486771,5.36612498323566,-6.40353017479743,-0.616997917448825,0.0480534889041146,1.14390713441763,-3.63411301365023,0.0280655286362017,1.21964888797229,-2.60088704722489
-1.04597743731752,0.101205019023934,-3.20490376040577,-2.6708755670738,-1.20953446901063,-0.72148180585796,-1.34663860717828,0.436894100621012,0.585058584732917,0.230954503497304
2.43544597711238,-3.44396125408475,-1.03564282039274,4.25107122831122,-1.00037529409941,1.296546211167,1.00039769248882,2.41941446085179,-1.22369129796155,1.80980403774754
0.00425755315698262,-2.33754128214441,1.3774302498713,-0.0342439295610741,-0.437131397274257,-0.0674665328962737,1.47333206231102,1.08165860014314,-1.15551409699427,1.34256230619177
0.854729255468329,-0.756838824924092,0.0882208853578418,1.64863269640154,0.147647102221314,-0.300758086670142,-0.230090104476291,-0.0634059113997927,0.0947277776765965,-1.48163127496453
-0.680561040444287,-2.87161812144729,4.6723501536344,-2.66203330994584,0.848147775119553,-1.90566894842969,2.27427169268477,0.115013176236579,-0.972588337339516,1.62818103541826
1.97751840453355,0.49758759614524,-1.64010972100793,4.89864563158848,-1.37792257108059,1.86635159225995,-0.868779949385765,2.59417383926753,-1.03215789088735,0.791402440022838
1.35924806859593,-0.119401285051314,-3.32825645656922,1.2821608662084,-1.03718242521115,0.55727704848337,-1.84214399427669,0.604549628739454,0.562285175535861,-1.96083198052799
