X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
-1.214016349063738343e+00,-7.540435490366512172e-02,9.942677120917822187e-01,6.430902235413393786e-01,-7.318444763287089705e-01,-7.539360842272744279e-01,6.113531329236556733e-01,2.315464136528632699e-01,8.908693416229405138e-01,-3.313973403797115802e-01,-1.724691125506826017e+00,-2.107710926463711054e+00,-4.243427555650624017e-01,-3.631135561325610772e-01,-6.775300393047244407e-01,-1.704410117743567321e+00,1.460195580041761865e+00,-1.475792818401887030e-01,3.112162273917988831e-01,-5.502310673330939039e-01
9.837104125831044321e-01,4.736787518427452159e-01,-1.852865999435690192e+00,1.456597535114453335e+00,6.319195864414474118e-01,2.535687494452712354e+00,-1.084177597096836809e+00,-2.785991666305817294e+00,-3.560662789213977941e+00,-1.422957506118556203e+00,-1.377189501782104974e+00,6.124622349208094230e-01,1.070908770009187050e+00,-2.177756744960119561e-01,-1.169003178072661298e+00,2.241013700151003984e+00,-5.103097852163900328e-01,-9.049773743090639977e-01,-1.764796033278772880e+00,2.653289544318035542e+00
-2.698986739816604530e+00,7.171521373588489456e-02,1.227097349300603879e+00,-2.444888371953559680e+00,-1.256748388297264540e+00,-3.820787574209576487e+00,3.983279258027160985e+00,1.247841783354508571e+00,4.457605148266049255e+00,1.005781222579212875e+00,-1.117283438500248138e+00,1.971885394996481189e+00,3.363761715441748734e-01,6.100578675443555365e-01,-4.501880069345651214e-01,-4.078281260120389384e-01,4.855279394525569003e-03,-3.499961188971546511e-01,2.315588716694294558e+00,-1.193353449958762802e+00
-8.268619083492567690e-01,8.388256893715012597e-01,4.092312942957938571e-01,-8.048513216341904863e-01,5.245334722211236755e-01,4.999196429343962800e-01,5.560185500086024524e-01,-2.092961473927749116e-01,4.855370740818210074e-03,-1.031309981577913426e+00,1.364833914357012956e+00,8.734006259096971370e-01,-9.976465797911997502e-01,-4.685638101031784353e-01,-1.405658364885926215e+00,2.197536419235109673e+00,-1.064818089016261737e-02,6.598228171413367260e-02,5.935461720825229159e-01,-5.912694660696717897e-01
-2.055624649162592466e+00,1.616382944176746772e+00,1.412280040552830185e+00,-2.068538217694138481e+00,-7.139484294245648233e-01,-1.193206253316246634e+00,3.616875423955167257e+00,-1.295247300705867910e-01,4.321616740391793776e-01,-9.186595762683407163e-01,-7.386443387739016764e-01,4.362682412632238327e-01,-7.625978081238953266e-01,-4.362049900078763809e-01,-1.182755297449592513e+00,-3.894143955359984921e-01,-2.307837964028611744e-01,-1.792761412877683647e-01,1.343951586552791344e+00,1.510725407755835636e+00
9.158482225624113848e-01,-3.916340397745038393e-01,-2.253450929738813335e-01,9.315314257862238323e-01,2.715902122696060239e+00,1.009905903338026434e+00,-2.148991801795689049e+00,4.035245827788933592e-01,-5.077849764208012928e+00,4.328437703367327138e-02,-1.487675055102877675e+00,2.914785667818735604e+00,-5.007740026248549414e-01,7.965201001588997354e-01,-1.041212926255578930e+00,-1.145535432689808619e+00,-2.168711629656958184e+00,1.422085370602625076e+00,-1.810983610712154190e+00,-1.396530481002040247e+00
-2.018777081464288692e+00,-5.640741323226575732e-01,5.196275217947037006e-02,-4.856561580501072228e+00,1.532877305289209069e+00,-1.021157454188640790e+00,6.261707778531181212e+00,-1.752437590250689237e+00,3.278155496277872061e+00,-5.368695183399370130e-01,3.067416476080004339e-01,-1.708035660443344206e+00,7.398394224584017298e-01,-4.499181292986808023e-01,-2.121162266135735219e+00,1.030028913406450641e+00,-1.601617098271269857e+00,-1.892614501064728394e+00,3.955606414137292415e+00,3.721153272653378030e-01
-1.400010326364651725e+00,8.532439641597426849e-01,1.063512722988339876e+00,-8.813778066488046070e-01,-1.494530633058996250e+00,-8.169199438579387573e-01,2.078496162749188692e+00,-1.295490576005777772e+00,1.742005886219758048e+00,-6.264450592720931521e-01,1.920555404138787337e-01,-1.466322638408041890e+00,3.770183963117996750e-01,-1.030529945895254818e+00,-3.333545523614980244e-01,1.583167607683670375e-01,-1.579241860449209778e+00,-8.761696922456745362e-01,1.613074294179638546e+00,-7.627531071816284758e-01
-1.359524076133900250e+00,-1.714672353043109165e+00,3.358851861760561164e-01,-2.489513882686603008e+00,-1.573074069135272479e+00,-6.295698053989484677e-02,2.994037892784706667e+00,-1.128930253404003992e+00,-5.470616525540707986e-01,1.698638717854544511e-01,-1.854385241280315788e-01,-3.395505822030410847e+00,9.208599079305889168e-01,-4.245367242849131806e-01,2.497583862477315009e-01,2.434362319098870298e-01,-1.798596871016359566e+00,4.907160562848899010e-01,2.917080274548259355e-01,6.992080644202222084e-01
-7.572095639395710620e-01,-1.447308249402220692e+00,1.383051819541397942e-01,-1.400235177152075572e+00,3.143675438720376358e-01,3.102867156371503565e+00,4.173514255713949295e-01,-4.710470985557847712e+00,-1.721759227276688176e+00,3.931772555581186102e-01,3.708719246633014333e-01,-3.703039759651086449e+00,2.965644329784252964e+00,2.115964869772236634e-01,-4.318591276529256118e-01,1.072617886800769416e+00,-3.849978924514510403e+00,-3.885384348393406961e-01,4.264475822475269906e-01,1.512650709872971566e+00
