X0,X1,X2,X3,X4
-9.144712922908101449e-01,2.196486450025582737e+00,-1.057788875963784347e+00,-1.836147477249481685e+00,-4.062842216212413371e-01
-3.022708648240655549e+00,6.658065093193676898e-01,-3.403957361761817957e-01,-1.145442122825668596e+00,-1.386946744373745544e+00
1.759820815121792448e+00,1.039295791523157764e+00,-1.887023870679613857e+00,4.982070124183740067e-01,1.788585158146463572e+00
1.542762361354377942e+00,-5.056810857972455775e-01,1.674673091156501537e+00,1.888703780670808241e+00,8.076109850740620377e-02
1.240773571632033834e+00,5.626577278072757426e-01,5.321321910367613484e-01,5.129847985258396692e-01,2.683717575258710131e+00
3.593758086741667968e-01,-1.585066522419254387e+00,1.698013947241482136e+00,-8.835366878820577474e-01,-1.447186858081121796e+00
1.367208943635835228e+00,6.341865315142167780e-01,-1.319666856557035084e+00,-1.688775962147311960e+00,-8.152281905379535898e-01
-1.296599465825597708e+00,3.713434520550750184e-01,-2.082489012515370552e-02,6.330123790291217745e-01,1.393352030601703095e+00
1.101276383386773083e-01,-2.276744697514867521e-01,1.082733485933409678e+00,8.208248345025999093e-01,-2.058377983373792741e+00
-1.836124376444006279e+00,1.613013864391658281e+00,-2.305817888243384850e+00,-1.779865388632905665e+00,-2.751580450594223182e-01
-1.375980381909630568e+00,1.556439699826206891e+00,-1.363189464709111620e+00,-7.762387241355981349e-01,-7.836308348883381791e-01
1.338052491331636951e+00,1.875094041922566568e+00,-2.385960670484880808e+00,-1.256441368486062693e+00,5.339529995857456024e-01
-8.555036404278991702e-01,5.490824354453033296e-02,-1.210949646055938245e-01,-8.159904278642375886e-01,-1.657717835544741947e+00
-1.988569012568341121e-01,1.496701975683755181e+00,-3.873558624413203644e-01,6.781054723905857173e-01,1.296505481914102254e-01
2.042441589448378281e+00,1.038404419426705028e-01,1.095434051680114873e+00,-3.156183195401667807e-01,-5.778245723371978615e-01
1.825549602952239336e+00,3.111504147336405790e-01,-1.239012531922244476e-01,1.635211314887788703e+00,2.770795034855319527e-01
-1.558665527378945148e+00,-2.433859219888270253e+00,9.674091201622121439e-01,4.806431856336133845e-02,-2.313695317780530392e+00
2.181997306666301650e+00,-1.075085190187641926e+00,1.376627190697767400e+00,1.054158087271522160e+00,-1.932811579559758242e+00
1.887365637607417435e-01,9.590561138184064971e-01,-1.296290248039859705e-01,-1.247152818050281553e+00,4.065221022488749170e-01
-1.543222795416245852e+00,4.651694568930007101e-01,1.110373056021548122e+00,1.768780339065586071e+00,1.589206161913178539e+00
3.762190055845439085e-01,-3.305330254990639927e-01,1.541715676113262490e-01,1.669611771607223683e-01,8.482399324031216770e-01
-1.385388355146505990e-01,1.505209724771552571e+00,-1.318621558089934975e+00,-9.472916838242065873e-01,2.461783952461905622e-01
-1.690390727185837050e-01,-1.337523239235355543e+00,-2.857483449642845841e-01,1.037267324114337308e+00,-7.925059709226273119e-01
3.135358434753025003e-01,1.782074143250704346e+00,-1.406235240057146063e+00,-1.014133316752217961e+00,2.922749306336405728e-01
2.845985617951954372e-01,4.687843012964204581e-01,-1.898698259547389577e+00,-1.246137892698931049e+00,8.600722030908210247e-02
1.025204274746127853e+00,8.946886728800811373e-01,-8.529727189584959124e-01,-2.542335795635615181e-01,3.473430792545588175e-01
-7.735986904093510308e-01,2.375832088143651433e+00,-5.226872167366214406e-01,-1.122807849692193605e+00,1.117305188591844800e+00
-1.042467726658619975e+00,-1.361983978941096129e+00,5.476376377990477273e-02,1.108160447701412643e+00,8.406280685549941123e-02
1.424922764864886782e+00,-2.127312858870741508e+00,1.435928132906942434e+00,1.710621720524322598e+00,-8.245212782518314409e-02
1.533738747406610259e-01,-2.289040833057044977e-01,-4.308505407174103574e-01,9.274153642776439277e-01,4.820317148688086362e-01
1.112470063476465709e+00,2.484357222681176092e-01,-8.571129021038403906e-01,5.155064312880702770e-01,-3.062531844476980014e-01
-9.593216129442973250e-02,-2.839244073023768911e-01,-8.756085439887243416e-01,-3.908120080876724689e-01,3.359807427973845462e-01
4.245545834163413912e-01,-1.334587868917879838e+00,1.947524135656760524e+00,5.542180358298357534e-01,-1.035219222077654599e+00
-2.471190978215354328e-01,-5.576982516730977224e-02,-6.429968185382576307e-01,6.154488458694230141e-02,1.071918195603457802e+00
3.330396547363586035e-01,8.998798344990290854e-01,-1.624076213586274076e+00,-2.464934961775190336e-01,1.126597053937095083e+00
5.788959202324495124e-01,-2.553864126477569219e+00,1.084074692029369347e+00,2.237725888483559356e-01,3.883411662643000972e-01
-2.170709913008685155e-01,-1.052913992718277347e+00,1.035565776707762398e+00,7.906828791800032397e-01,8.549235807134833443e-02
-9.621300729407330499e-01,1.033578988625928119e+00,2.379292974092104274e-01,-1.228187140038659475e+00,-6.774339712749545550e-02
2.126474427429998204e-01,1.104366556542550448e+00,-2.614836009188905019e-01,-7.660858329946863554e-01,3.977826618183599033e-02
