X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39
7.278066721687790341e-01,5.206313943053082482e-01,1.151608576163254849e+00,2.179280822537086881e-01,6.179791465562086694e-01,6.082315379378986364e-01,-1.800307897926614720e+00,3.051826152400766823e+00,1.484534565468592415e+00,1.263383050569785615e+00,-6.592013278647774754e-01,-6.190529601713377073e-01,5.749494780496272606e-01,-1.638429029929261080e-02,-8.374495530173149405e-01,6.838422539689883450e-01,-3.405716884666990518e-01,-1.202732309304418212e+00,-3.191224771309652652e+00,-4.082901615826700081e-01,8.571431862009931679e-01,4.536744177583870719e-01,-1.222110913810143806e+00,7.715190528311508533e-01,-5.321357076960807342e-02,-4.995130147927325792e-01,1.515617744475468376e+00,1.170975719520677139e+00,8.662027943980188383e-03,-1.456545108551384082e+00,-2.666624934666197988e-01,1.255256665020357820e-01,8.701787655688582035e-01,-1.889608722183511169e-01,6.979348803506142396e-01,-1.639216414176239089e+00,4.055711295331759558e+00,1.958659381366464336e+00,-1.909976578799713609e-01,-1.651392165965545722e+00
1.757908371585714669e+00,-3.643145021483495505e+00,1.248194669594779649e+00,5.868296524476431797e-01,4.222596435224548195e-01,-1.101907697453225615e-01,-5.540659516172529164e-01,1.515791508081553163e-01,-1.070986220755844043e+00,-9.385730375750855892e-02,1.343285346830538129e+00,1.768172382046079738e+00,-5.142738242395635817e-01,2.235260909000623020e+00,1.031514177960783041e+00,-1.579918818676203207e+00,-1.965280845953465194e+00,-2.742331952769450076e-02,-9.530598754816793639e-01,1.141905527950846100e-01,1.683118258729747463e-01,5.070290785277186130e-01,-1.327200472793136354e+00,-5.285279376615978908e-01,1.084566633650805301e+00,1.970327779861417383e+00,-2.628676298232729969e-01,-7.229130315642280369e-01,-5.508834521137874196e-01,-1.009393394944168437e-01,5.313927091985219953e-01,-6.802645104473219462e-01,-2.603102554209779207e+00,-1.053320098682718475e+00,-2.739329053196041919e+00,-8.907876319832805923e-01,-1.522481634131748751e-01,3.864871317442014065e-01,-8.699397766423035971e-01,2.272217307985415324e+00
-2.538636188413099237e-01,-2.071061850471611621e+00,1.170347336910155800e+00,9.776951507686439946e-01,-3.563515752136423020e-01,-1.460109919072271278e+00,1.213616426642465385e-01,-1.720015314858536648e+00,-7.030702498512773069e-01,-4.516587184415316036e-01,-2.984728579186765041e-01,-2.944679525052813496e+00,-4.859976565696948470e-01,-1.156337166811058914e+00,-1.667754544453356802e+00,4.405388049137436424e-01,-1.386859940672598435e-01,1.289834092059992443e+00,1.215933402833267563e+00,3.640212873570179752e+00,6.701083155687246329e-01,4.696863618992248024e-01,8.450328242371631937e-01,-2.042775453954974729e-01,5.999667288594002779e-01,-1.299780412303781940e+00,3.064503871971543947e-02,-5.901950529571626802e+00,-1.477104758299282450e-01,1.603714675274282575e+00,-2.437512225974102775e-01,-5.896942728864678074e-01,-6.226712707593962115e-02,2.139243748551222235e-01,-8.009959904644884388e-01,-5.457597981802957410e-01,-2.019874589372817830e+00,-3.024402335206988202e+00,-2.109182906472226726e+00,1.466987205370645420e+00
1.878072697976878258e+00,2.056182104373037056e+00,-7.075410961401170651e-01,-9.725885599338018883e-01,-6.277477778725659707e-01,-3.885269809667766389e-02,-2.689135582169094985e+00,1.491681881545684929e+00,-3.212348980870341819e+00,-3.212088307413632826e+00,-1.330310694878159006e-01,2.655843150733191216e+00,-1.969641217511627351e+00,-4.255687889786841094e-02,-1.093406455307770697e+00,-6.461844875210107086e-02,5.387474885059041485e-01,2.815400009902951695e+00,1.957155966452667872e+00,-2.720788437527370540e+00,-1.450874697944302349e+00,-6.375996103958438965e-01,8.724048650211198991e-03,-3.620295461216754829e-01,-1.110152775062878794e+00,9.170738125217138270e-01,-4.928196703184087313e-01,2.513206993463760863e+00,4.309766378826220823e-01,9.606939040368479565e-01,1.310416922204324097e-01,-8.060377752523341377e-02,4.975157612410531782e-01,-1.473826768754187722e+00,1.889580206403822960e+00,2.694369164114983839e+00,-8.879471422826901161e+00,4.746248064711655168e+00,4.063605587471726399e-01,-1.208202764954949382e+00
-4.347981230791351792e-01,2.208298546315873967e+00,-1.159026093077974995e+00,1.795789331104413744e-01,1.132487388335434053e+00,-2.325716258560644345e+00,1.572826984299136033e+00,2.481754788094107766e+00,6.803664284584769462e+00,3.232979577835445983e+00,5.690771636439414527e-01,1.160357504126351857e+00,2.034741592252163223e+00,1.371446609797797755e+00,9.407513178260811237e-01,-1.218966280226537080e+00,5.473321130417609925e-01,-5.116142039879822079e+00,1.477322498904600323e+00,-3.075231643032564577e+00,-3.941610875012489801e-02,-7.540278795025904257e-01,1.408239878002740086e+00,1.329545393471100789e+00,3.029412086069740440e-01,7.531328960147285478e-01,2.580838703623269947e-01,1.572963948562010161e+00,7.043990437060980714e-01,3.834344787844768399e-01,-4.154492275235256993e-01,7.481892539304471068e-01,7.380010837138828439e-02,1.414845212006164754e+00,-1.841385337969412422e-02,-4.280896740900029585e+00,1.596920158597323258e+01,-1.278478727177551066e-01,1.392202410827110048e+00,-8.947784945441884519e-01
1.194316941068534810e+00,-3.466953026456772946e+00,6.521936951123406823e-02,-8.115447098706856099e-01,1.216331193078011630e+00,5.513374261841581525e-01,-2.538932461394252660e-01,-3.223262726134109801e+00,-1.224912258815291421e+00,1.578148074450060057e-02,4.945865231239217064e-01,-1.732425487810633769e+00,-9.663851052001545816e-02,-1.950764836583771311e+00,-2.873802919371911679e-01,-1.305359753009878998e-01,3.100374767321597558e-01,-1.664041713142276446e+00,7.363350716043742805e-01,3.227486273332686117e+00,-3.799893097280536147e-01,1.217693035602923857e+00,-6.105224749469363721e-02,-5.672003781865668781e-01,-1.095509506106410402e+00,-1.271031260095968118e+00,-7.370513960776985118e-02,-3.078732930955077940e+00,1.794224212793252837e-01,-1.497310542501174124e+00,8.782119667402196184e-01,-1.346603211011667245e+00,-1.641065803694701231e+00,-3.212678234450588866e-01,-6.838417621133374702e-01,-4.287720644172971496e-01,1.769509971080472255e+00,-3.062211333551000170e+00,-1.804264342179997538e+00,2.183309509149450101e+00
-6.145662866030334737e-01,9.086833007513033245e-01,-5.547015609040299722e-03,9.869281919304481732e-02,8.506354937404007055e-01,6.925890382057300343e-01,1.577875738055747545e+00,-1.013656523793171838e+00,1.186714934378239938e+00,2.221084406792497745e+00,-1.462008483262626557e+00,-1.763392030282024958e+00,9.354760004807214369e-01,2.339727521332719551e+00,9.783612764418718744e-01,-2.117847300272432065e+00,-4.978165841185007157e-01,1.928480956224123410e+00,5.034956352628623399e-01,2.329072156566661445e+00,9.304590338009194328e-01,2.088020000540132259e-01,5.977797879685931015e-01,2.986817812407479567e-01,1.953646862988574207e-01,-2.688263280231674379e+00,3.960034863483609668e-01,-3.796119564754661724e+00,-6.429734803603479598e-01,-3.070392278689309862e+00,-2.765843298142741102e-01,6.276225915836960434e-01,6.903979326606177747e-01,-5.799947268059049144e-01,6.934407813082542615e-01,-2.170863459056201705e+00,5.239676697529495719e+00,-2.334997869211274057e+00,-1.281154227147749625e+00,-1.856322362523477043e-01
-8.378952407376589750e-01,2.242848335795052162e+00,-8.111152113643600448e-01,-1.845352550202877806e+00,2.854449383297112064e+00,9.397465821036654621e-01,-1.833124227105646709e+00,-6.206109508652879470e-01,-2.021423918812564224e+00,-1.829335032564228136e+00,-4.584205949777655498e-01,9.531652232671001812e-01,-1.481503224952330777e+00,-2.164242830486089453e+00,-3.576112539108466937e+00,1.600456547496799553e+00,-1.871013533469653600e+00,1.417743017714968357e+00,1.819837339520688602e+00,-1.392598490790326604e+00,8.293836376507015551e-01,-3.552377344184201036e-01,1.173473892061328794e+00,6.611575543450829429e-01,-7.500195826068183358e-01,6.094650127915114624e+00,-2.235143191921520056e-01,4.048736169380849681e+00,2.021223102075560440e+00,-2.323003072884134212e+00,-1.179997447951626866e+00,-1.637005997022538129e+00,7.199333791542354977e-01,1.302356107493927162e-01,-1.157667043655093986e+00,4.371663233852917330e+00,-7.454087779976243056e+00,1.802713018859342764e+00,2.102595286598014201e+00,-3.131034673983375427e+00
2.579559204156397278e+00,6.179837230613332011e-01,-1.355253509556838321e+00,-2.443620801722088121e-01,5.338670061528851679e-02,-8.710376614092414649e-02,-2.726473118050389832e+00,-1.733728122547369521e+00,3.922898581018637199e+00,2.706822519975295105e+00,-1.312246513316825069e+00,-1.293607760845514099e+00,1.873675149790486882e+00,1.461127917988489067e+00,-3.969750947589381629e-01,1.067608913892011291e+00,-1.563351015697953983e+00,-2.211235682931830482e+00,2.049216442238695812e+00,1.590659290882384669e+00,-6.187955640307511995e-01,-1.864350700930881732e+00,8.010361337889378985e-01,-1.504652759115896465e+00,1.501046041551236387e-01,1.431753464419309063e+00,5.979523456355919642e-01,-1.879469179336866969e+00,-1.178663569711548176e+00,-9.831224454766372967e-01,-1.822248569178353816e-01,-3.456059036204842116e-01,-1.190695780058511621e+00,-7.465919605776190071e-01,-2.021179987653276555e+00,-2.353780070204041230e+00,1.169662134478834936e+01,2.118617631851704708e+00,-9.114843811527529871e-01,-9.715254680355915884e-01
-4.533718511133139062e-02,1.728675268629550343e-01,3.982864337388620779e-01,-4.971666141205764999e-01,-5.535765000118514356e-01,1.134536666175681052e+00,-7.544139208429753163e-01,-2.652927924472878174e-01,3.089421059946663384e+00,1.095091589346723460e+00,-4.408260363616237076e-01,3.176010721091278022e-01,9.307916553101418522e-01,-1.725864215916718125e-01,1.129025858163178242e+00,4.881358284601291508e-01,1.389379028930166848e+00,-2.759234753006011509e+00,-4.219222804478262034e-01,7.937100421949631057e-01,7.973357922806583176e-01,-8.351712814457773471e-01,-1.479148198163775796e-01,9.150357437894769408e-01,-1.610464139712596277e+00,3.250311498877170857e-01,-7.326869354897580511e-01,-1.041694860293364222e+00,5.665622439439139679e-01,-1.948864327057736823e+00,-1.022335788553401681e+00,3.812366014584236962e-01,9.885349084092214245e-01,-5.409744810657564074e-01,-1.387951735410706267e+00,-1.524793248218216490e+00,4.534039138853215967e+00,-9.881492913692150326e-01,-5.255344008259055233e-01,6.235972630822489426e-01
