X0,X1,X2,X3,X4,X5,X6,X7,X8
1.025204274746127853e+00,-7.341988248008124440e-02,-5.326834480898519075e-01,3.592493866254250712e+00,1.016531103616099330e+00,-6.683722800950539167e+00,-4.380612446912667268e-01,-5.136476070722412191e-01,3.484419106252877540e+00
-7.735986904093510308e-01,-1.431604334747991869e+00,-5.405223887596360965e-01,4.648738973294341825e-02,-5.047233658551519841e-02,2.034199406342583893e-01,5.097044955356366813e-01,6.376373165674286136e-01,1.117008923187720493e+00
-1.042467726658619975e+00,-8.977401797482593704e-01,-9.496511147181742052e-01,-1.430738462425173996e-01,4.065302960802338883e-01,1.359124289809572339e+00,-5.050852839151128704e-01,-4.458765476240002940e-02,-1.055940935971885430e+00
1.424922764864886782e+00,2.298778362241655326e+00,1.145796217300433906e+00,-9.403409524083023996e-01,-2.523117410521334314e+00,8.854596643230282504e-01,1.825307195942427629e+00,-8.738235836803939227e-01,-1.951069028712206999e+00
1.533738747406610259e-01,-3.050534236703831059e+00,-1.091416731612572466e+00,-2.726799793216292844e+00,1.468578326384452293e+00,3.981347810292324763e+00,-3.806619074353713827e+00,2.598966309510712502e+00,-2.475653196957880997e-01
1.112470063476465709e+00,4.631914499431664667e-01,-3.171249391942200457e+00,-3.330752759777964922e+00,2.930641720732114486e-01,6.702887483384976974e+00,1.092507071778453964e+00,-2.361290266110099845e-01,5.266599868348192937e-01
-9.593216129442973250e-02,-1.955268299491510930e+00,1.390451573921189121e+00,2.805572179939224142e+00,8.569310536937628786e-01,-3.236492302239009966e+00,-3.151131700231828425e-01,1.234395407556461377e+00,6.446738797955883227e-01
4.245545834163413912e-01,-1.790339282289415967e-01,-5.090024726992071757e-01,2.236663939756151631e+00,1.768327300960581550e+00,-2.027410639801840997e-01,-5.081317057993304243e-01,-2.404263808575944628e-01,2.161603576310446861e+00
-2.471190978215354328e-01,-1.851708639761835418e+00,-7.726989431539910136e-02,-1.490441206726798473e+00,-1.189082193743655758e+00,-4.033251132224979774e-01,-2.435714238741200521e+00,2.606172185293654797e-01,-1.540978730784672734e+00
3.330396547363586035e-01,3.131484862025032179e+00,-5.327946221212773725e-01,-2.604166393637404653e+00,-2.470707347169972756e+00,3.788240841931330927e+00,1.560349191140727454e+00,-1.717168657623928674e+00,-2.085985622579620724e+00
5.788959202324495124e-01,-1.846116878484829860e+00,-1.474045169212576223e+00,-4.182100526814689800e+00,-5.299274392196656747e-01,4.625048802816547955e+00,-6.755718836800850280e-01,5.717822230483259327e-01,-1.688569056734675833e+00
-2.170709913008685155e-01,-2.724681448438046605e+00,-4.853765480090302398e-01,1.315923519506799755e+00,-4.586214394002164352e-01,-3.004372698307508749e+00,-2.016921192352643111e+00,4.148222350883608578e-01,-3.626276918532872484e-02
-9.621300729407330499e-01,9.158218845838875799e-01,-6.404968354539198883e-01,-1.697537935246542284e+00,2.677095700851862548e-01,4.799503745440997449e+00,5.389581116288926221e-01,3.494281878752807380e-01,-8.531538017113522443e-01
2.126474427429998204e-01,-6.470838856127433258e-01,-2.019864204885318593e+00,1.155868394407794320e+00,-2.542751935219408899e-01,-5.404519122662130304e-01,-4.431761738099527781e-01,7.551869644890048250e-02,1.158323036021730701e+00
-1.107306370968521136e+00,2.009695441260433757e+00,1.159097420984648782e-02,-7.843903912993325234e-01,-1.611285203305812264e+00,8.335652279651760699e-01,1.910012636418955356e+00,-9.253703432625347558e-01,-7.174467235582711044e-01
-1.277068337879251558e+00,-9.078397216998096431e-01,2.499460484958847262e-01,2.156003299203729018e+00,1.061974871016277522e+00,-2.216205642452067082e+00,4.812834760956377078e-01,1.176592227189064310e+00,1.331815221697926432e+00
-9.333120360394212556e-01,-2.087608169466425245e+00,9.183111814941682383e-01,2.107674890035542870e+00,2.373176445758844899e+00,-2.251519188346875477e+00,-2.311828576353855524e+00,5.513187479883333575e-01,1.407924427905245857e+00
-9.337410968650433629e-01,3.717191900889050604e+00,-1.625731918511879703e+00,1.161230937282905495e+00,-1.093807438358458173e+00,-5.962658549014915321e-01,3.228809909375396803e+00,-1.183305851392609576e+00,-2.251736484842579156e-01
8.844749074072805195e-01,1.445118269676462619e+00,-1.268227203457622965e+00,-2.799686275974269556e+00,-4.432209006217416869e-01,3.465428513479875239e+00,4.565775686914292919e-01,-1.120198183927874958e+00,-1.155612155170929078e+00
2.071178667335159540e-01,3.540179010393279535e-01,4.128409807553287680e-01,-6.045074620459505166e-01,1.327448311714704454e+00,2.119928552922678566e+00,3.843729299171682601e-01,3.729011184062488993e-01,-8.166335694910129561e-01
1.000183580801267125e+00,1.040460507168551096e+00,1.274242859637987113e+00,1.241860905593747955e+00,1.286237935629838791e+00,-3.516493020054193286e-01,1.712966118659461356e+00,-4.535632597995984394e-01,1.331500661088829141e+00
8.873718011801616790e-01,2.185515129970887482e-01,-4.087879885076405317e-01,-4.713768121987439663e+00,-1.727543849697559253e+00,3.993988136775905140e+00,4.940819185889195331e-01,-6.840507913000277718e-01,-3.176878204708911912e+00
-1.372575264938970863e+00,1.091629070396085144e+00,-8.554437517242146072e-01,-2.525730707243686979e+00,-2.140795310966117082e+00,3.014330549581288654e+00,2.543535383723625642e+00,-8.092442966055873876e-02,-1.513320813053301572e+00
4.568458346992803620e-01,-8.794110185311406758e-01,4.565016209286613114e-01,-7.328492460179979462e-01,-1.381466760538470062e+00,-2.821968395892080039e+00,-1.455946185096682832e+00,-6.080400586484906444e-01,-8.419189944980778328e-01
2.575773539875746976e-01,8.301565236372092649e-01,-3.401353615876457348e-01,9.448236029502246058e-01,-8.294290992486201830e-01,-2.754525392972971165e+00,-1.526061816152025852e+00,6.812640939775781168e-02,2.470717378045564905e-01
-1.327763976951641944e-01,-1.457230866936274349e+00,4.920965936175581562e-02,-2.134623296752865329e+00,-4.280295277349909777e-01,6.494838394976236717e-01,-3.444808144844176745e+00,3.632629699898587416e-01,-9.993860979851563187e-01
2.074262964054811142e+00,-5.055508192068427498e-01,5.665201088426008447e-01,-1.301288354749292164e+00,1.270498730005912291e+00,1.699785933032654128e+00,-2.536540595315979751e-01,1.153061180160149579e+00,9.580433999479813778e-01
-3.099927266890090682e-01,1.421768652206817807e+00,-9.296987626622298384e-01,-2.097464558430037762e+00,-1.488585723992656540e+00,2.730264757832545186e+00,1.166295626516785644e+00,-9.803238167368812928e-01,-1.040535425115225010e+00
-4.493416348916707825e-01,3.549585700117150466e-01,-6.101985927755709804e-01,4.253189253117311552e-01,-1.268908949063413560e+00,-3.032262938193874824e+00,7.401325411663775000e-01,-8.434486316300529030e-01,-6.270214419653514781e-01
1.182233678240845132e+00,-1.177593541129766885e+00,3.246897003118122127e-01,-1.891317341520523665e-01,-4.435294501329217765e-01,-2.308835401184078151e+00,-8.382062601586928174e-01,-7.130317526329008615e-01,-3.264091453507427243e-01
7.628221827433581126e-01,-1.002480158983750425e+00,-1.403111627041314646e+00,-2.368525271553878042e+00,8.411945460946931297e-01,3.582236177264276122e+00,-9.092604669333462786e-01,7.324994607039271299e-01,-6.924816293145934498e-01
2.648646713006078679e-01,1.361311361633861239e-01,-1.120448305832509650e+00,-5.051341242042934887e-01,2.098296016256734342e-01,1.334411859009871915e+00,-2.488511321381470243e-01,-5.667216615204840879e-01,-1.388281057328605517e+00
8.665316983494089076e-01,5.284642627422839745e-01,-1.778257004265859864e+00,-3.010609487439170451e+00,-5.045188628661406716e-01,3.374519992888664000e+00,-3.167704501524762906e-01,-2.009537513344901091e-02,-1.328965775187080034e+00
1.185662932067581332e+00,3.199483054917280356e+00,9.579432146249456936e-01,1.716056968339814359e+00,-6.479536879005772798e-01,-9.728504161207707224e-01,4.407699655684528928e+00,-1.626465788779107302e-01,1.301075635352012982e+00
6.690462855250991492e-01,-1.404346334606005442e+00,7.106521801209314537e-01,2.690303334165151217e+00,3.720789574453032822e-01,-4.065730601128692001e+00,-1.654181536668689612e+00,9.617439033359094225e-01,1.390679942081056497e+00
-8.249895647979516022e-02,-9.128995403858725100e-01,-1.889431123223623166e+00,1.678386142067287645e+00,-6.832050359614096902e-01,-3.402833377132850501e+00,-1.492842377276310639e+00,1.528147415617638893e-01,2.152173895828118688e+00
6.927567972903877491e-01,-8.016860175437434677e-02,-5.652291120362926691e-01,1.785119781646339554e+00,1.388425723028515080e+00,8.681933144010767212e-02,6.947456326389894743e-01,9.462846844999276419e-01,1.889720184393490321e+00
3.741598054637080284e-01,2.278669615727793030e+00,1.377695405879740154e+00,3.031449142664381924e+00,-1.431134747016598485e+00,-5.984915353474583810e+00,-1.039905116154294262e+00,-1.802255002571582665e+00,1.448371846392138007e-01
-5.081664829258284583e-02,-8.321408982285134481e-01,1.813289662911259148e+00,5.974829056231094171e+00,1.282315669848621997e+00,-7.860735951363167828e+00,-9.274226124902911206e-01,2.537117616821229268e-03,1.997371008995675767e+00
-1.945509443383580395e-01,9.966532699263492834e-01,-5.097169471692631904e-01,-3.305073321915089846e+00,-2.420928194124554178e+00,4.262561787284762538e+00,-7.346225049472343560e-01,-1.006325420874859544e+00,-2.545161633994227124e+00
-2.437988871745369324e-01,1.910448226660958815e+00,-2.521789744311269121e-01,-5.139048770183257453e+00,-2.108532333148677385e+00,6.595352117314425833e+00,1.643860549556726669e+00,-6.734536977090171961e-01,-4.238087522864006473e+00
-1.895422402447378030e+00,-1.859927595056505290e+00,5.850343604963360589e-01,3.455812951986921178e+00,2.114220453235204467e+00,-3.291074530011161237e+00,-8.232563159177996859e-01,9.992087239629861006e-01,1.413966932327454629e+00
3.147072009437008044e-01,-7.529949099128176171e-02,2.842785478745859074e+00,2.846186714096018200e+00,-4.272537657364043617e-02,-2.418993002526200975e+00,5.982093922912462558e-02,3.161177324250772497e-02,4.792527917710330820e-01
8.843426481329866862e-01,-1.464828923949287987e+00,1.030272717869443078e+00,1.503885114976021509e+00,1.343674327004532820e+00,-1.363607163720284232e+00,-6.745261990318661693e-01,9.651496292462113935e-01,2.082700011417675690e+00
2.575499452932978328e-01,-1.154963916326067208e+00,-9.230304066880591352e-01,-3.330692930349773206e+00,-5.792943214948070851e-01,3.844468933634978214e+00,-1.102272339404390955e+00,-4.622138378023786243e-01,-1.991726164484540984e+00
-5.312422958691248587e-01,-8.004354689336719009e-01,-1.187082219063536614e+00,1.403991473313233929e+00,4.808379267742827756e-01,-1.907233115957844838e+00,-1.514874430786480541e+00,9.736747026827166085e-01,1.721908126526185079e+00
-1.447257149482448879e+00,-2.414693040051084871e+00,1.419303176733383687e+00,1.347805179330793468e+00,1.979037524937843351e-02,-2.939729574859694772e+00,-2.936681198739020893e+00,1.024544749342294558e+00,-2.244360884256376976e-01
1.969685304025210693e+00,-2.080654195815061946e+00,5.610684287894421862e-01,-1.956695097525324112e+00,8.673585672074698438e-01,2.726774729073696335e+00,-1.955505253695231538e+00,9.112335214415292484e-01,3.650803956366690528e-01
1.455220703698720808e+00,-2.905552752534378502e+00,-3.403380344569860161e-01,-3.429501575735271146e+00,-8.403826656454760347e-01,6.600007669062266658e-01,-3.559535138672994314e+00,4.655203279674402506e-01,-7.605733771629070716e-01
-1.860862156473312767e+00,-5.194614936009633865e-01,-1.246789616417251834e+00,-7.657831298925739105e-01,-1.536036521048851078e-01,3.068436902290182511e-01,-8.813884702153368389e-01,-3.076754405296535100e-01,-2.666563625146383676e-01
4.174098504811885602e-01,1.188636264128930975e+00,-6.371673395129114903e-01,6.267051825102205598e-01,8.626734622537097774e-01,9.244421845935922866e-01,5.953770075295304887e-01,2.515093344747331150e-01,1.422420957123994967e+00
-1.772719486966150670e+00,5.574031357610904625e-01,2.571579696432646500e-01,-6.072130869681282572e-01,2.659834344581678556e-01,4.028158806951454007e-02,-5.376495337548919951e-01,-9.247622859718193089e-01,-4.660544633530353531e-01
-1.854466487142618358e-01,2.440466673822811128e+00,-7.466395459557631509e-02,2.360539582463028196e+00,3.591564120502727109e-02,-1.204501608043929028e+00,1.251831343130670904e+00,-4.669457697495431603e-01,1.111245271949148128e+00
1.512010884356338181e-01,-3.748193101795288751e+00,-9.856560263070984762e-01,3.228835530087130756e+00,2.111904667599989516e+00,-3.054721649785304471e+00,-4.844194471562855320e+00,1.777846607428177128e+00,3.338284975315967351e+00
